Name;ISIN;Symbol;Market;Trading Currency;Open;High;Low;Last;Last Date/Time;Time Zone;Volume;Turnover
B2HOLDING;NO0010633951;B2H;Oslo Børs;NOK;9.65;9.65;9.5;9.64;13/08/2021 16:25;CET;127250;1221974.56
BAIKOWSKI;FR0013384369;ALBKK;Euronext Growth Paris;EUR;14.3;14.3;14;14;13/08/2021 15:40;CET;393;5535.6
BAINS MER MONACO;MC0000031187;BAIN;Euronext Paris;EUR;73.6;73.6;70.4;72.8;13/08/2021 17:35;CET;1144;82283
BAKKAFROST;FO0000000179;BAKKA;Oslo Børs;NOK;753;756.2;741;746.4;13/08/2021 16:25;CET;45688;34155434
BALTA GROUP;BE0974314461;BALTA;Euronext Brussels;EUR;2.45;2.59;2.45;2.49;12/08/2021 13:31;CET;660;1640.14
BALTIC SEA PROP;NO0010810476;BALT;Euronext Growth Oslo;NOK;50;50;50;50;13/08/2021 13:43;CET;6;300
BALYO;FR0013258399;BALYO;Euronext Paris;EUR;1.3;1.322;1.278;1.292;13/08/2021 17:28;CET;66821;86661.85
BAM GROEP KON;NL0000337319;BAMNB;Euronext Amsterdam;EUR;2.526;2.604;2.524;2.592;13/08/2021 17:35;CET;2382291;6144244.612
BANCO BILBAO VIZC.;ES0113211835;BBV;Traded not listed Brussels;EUR;5.909;5.909;5.909;5.909;13/08/2021 17:25;CET;10;59.09
BANCO SANTANDER;ES0113900J37;SANTA;Traded not listed Brussels;EUR;3.3;3.3215;3.27;3.2915;13/08/2021 17:17;CET;9213;30456.3795
BANIMMO A;BE0003870871;BANI;Euronext Brussels;EUR;3.04;3.06;2.98;2.98;13/08/2021 16:36;CET;2325;7005.76
BANK NORWEGIAN;NO0011002511;BANO;Oslo Børs;NOK;103.7;103.9;103.7;103.7;13/08/2021 16:44;CET;66944;6943185.7
BANK OF IR NC PREF;IE0000730790;DD7E;Euronext Dublin;EUR;21;-;-;21;11/03/2020 21:18;IST;-;-
BANK OF IR NCP STF;IE0000730808;DD7D;Euronext Dublin;EUR;17;-;-;17;11/09/2019 14:39;IST;-;-
BANK OF IRELAND GP;IE00BD1RP616;BIRG;Euronext Dublin;EUR;5.26;5.326;5.16;5.3;13/08/2021 21:00;IST;3279314;17344276.92
BARBARA BUI;FR0000062788;BUI;Euronext Paris;EUR;4.78;4.78;4.78;4.78;12/08/2021 16:30;CET;539;2576.42
BARCO;BE0974362940;BAR;Euronext Brussels;EUR;20.42;20.58;20.34;20.5;13/08/2021 17:35;CET;53086;1086292.66
BARINGS CORE SPAIN;ES0105362000;MLBAR;Euronext Access Paris;EUR;-;-;-;-;-;CET;-;-
BARRAMUNDI GROUP;SGXZ33675836;BARRA;Euronext Growth Oslo;NOK;14.702;15;14.7;14.752;13/08/2021 16:25;CET;18053;267666.502
BASIC-FIT;NL0011872650;BFIT;Euronext Amsterdam;EUR;39.5;39.84;39.34;39.38;13/08/2021 17:35;CET;65101;2572704.24
BASILIX CERT;BE0003674851;BAS;Euronext Brussels;EUR;10.18;10.18;10.18;10.18;03/08/2021 16:30;CET;163;1659.34
BASSAC;FR0004023208;BASS;Euronext Paris;EUR;66.6;67.6;66.6;66.8;13/08/2021 17:35;CET;321;21505.2
BASTIDE LE CONFORT;FR0000035370;BLC;Euronext Paris;EUR;48.7;48.7;48;48.55;13/08/2021 17:35;CET;1244;60119.45
BATLA MINERALS;FR0010436170;MLBAT;Euronext Access Paris;EUR;0.775;0.775;0.71;0.71;13/08/2021 16:30;CET;1464;1057.9
BCDC;CG000A0BKQF7;-;Euronext Expert Market;EUR;51;51;51;51;10/08/2021 11:30;CET;80;4080
BD MULTI MEDIA;FR0000035305;ALBDM;Euronext Growth Paris;EUR;1.83;1.83;1.83;1.83;13/08/2021 16:30;CET;1000;1830
BE SEMICONDUCTOR;NL0012866412;BESI;Euronext Amsterdam;EUR;74.56;75;73.16;73.92;13/08/2021 17:35;CET;346221;25586458.48
BEACONSMIND;CH0451123589;MLBMD;Euronext Access Paris;EUR;25;25;25;25;11/08/2021 11:30;CET;40;1000
BEAULIEU-AV. CERT;BE0003661726;BEAB;Euronext Brussels;EUR;5.999;5.999;5.55;5.55;13/08/2021 16:30;CET;233;1396.869
BEFIMMO;BE0003678894;BEFB;Euronext Brussels;EUR;35.55;36.1;35.5;35.9;13/08/2021 17:35;CET;27502;987652.1
BEKAERT;BE0974258874;BEKB;Euronext Brussels;EUR;41.88;41.88;41;41.38;13/08/2021 17:35;CET;44012;1819170.22
BEL;FR0000121857;FBEL;Euronext Paris;EUR;434;434;434;434;12/08/2021 11:30;CET;31;13454
BELIEVE;FR0014003FE9;BLV;Euronext Paris;EUR;17.6;17.602;17.4;17.45;13/08/2021 17:35;CET;6667;116547.36
BELRECA;BE0020575115;BELR;Euronext Brussels;EUR;153;154;153;154;13/08/2021 16:30;CET;114;17542
BELSHIPS;NO0003094104;BELCO;Oslo Børs;NOK;12.7;13;12.6;12.9;13/08/2021 16:28;CET;234023;3003269.8
BELUGA;BE0003723377;BELU;Euronext Brussels;EUR;2.8;2.8;2.8;2.8;06/08/2021 11:30;CET;100;280
BEM INVEST;BE0046318490;-;Euronext Expert Market;EUR;14;14;14;14;21/02/2017 11:30;CET;5;70
BENETEAU;FR0000035164;BEN;Euronext Paris;EUR;13.36;13.68;13.34;13.34;13/08/2021 17:35;CET;47084;632470.98
BENFICA;PTSLB0AM0010;SLBEN;Euronext Lisbon;EUR;4.2;4.3;4.2;4.3;13/08/2021 18:37;BST;1030;4418.6
BERGEN CARBON SOL;NO0010950249;BCS;Euronext Growth Oslo;NOK;39.7;41.03;39.105;40.9;13/08/2021 16:25;CET;121809;4879352.845
BERGENBIO;NO0010650013;BGBIO;Oslo Børs;NOK;24.38;24.38;23.56;24.34;13/08/2021 16:25;CET;83799;2007634.42
BERNARD LOISEAU;FR0000066961;ALDBL;Euronext Growth Paris;EUR;3.5;3.5;3.1;3.1;11/08/2021 16:30;CET;1010;3135
BETER BED;NL0000339703;BBED;Euronext Amsterdam;EUR;5.85;5.93;5.76;5.85;13/08/2021 17:35;CET;122438;714902.4
BEVER HOLDING;NL0000285278;BEVER;Euronext Amsterdam;EUR;3.8;3.8;3.8;3.8;10/08/2021 16:30;CET;200;760
BEWI;NO0010890965;BEWI;Oslo Børs;NOK;30.9;30.9;30.1;30.6;13/08/2021 15:28;CET;21484;656992.6
BGL BNP PARIBAS;LU0097891112;-;Euronext Expert Market;EUR;74.5;74.5;74.5;74.5;24/12/2019 11:30;CET;7;521.5
BHA;BE0032095854;-;Euronext Expert Market;EUR;-;-;-;-;-;CET;-;-
BIC;FR0000120966;BB;Euronext Paris;EUR;57.55;57.6;57.2;57.3;13/08/2021 17:38;CET;19157;1099567.15
BIGBEN INTERACTIVE;FR0000074072;BIG;Euronext Paris;EUR;14.42;14.5;14.14;14.2;13/08/2021 17:35;CET;28774;411145.6
BIL;LU0006040975;-;Euronext Expert Market;EUR;386.1;386.1;386.1;386.1;04/04/2017 11:30;CET;1;386.1
BILENDI;FR0004174233;ALBLD;Euronext Growth Paris;EUR;14.9;15;14.9;15;13/08/2021 16:42;CET;775;11603.3
BIO-UV GROUP;FR0013345493;ALTUV;Euronext Growth Paris;EUR;5.54;5.55;5.52;5.54;13/08/2021 17:35;CET;5049;27928.32
BIOCARTIS;BE0974281132;BCART;Euronext Brussels;EUR;3.89;3.89;3.72;3.73;13/08/2021 17:35;CET;68897;259577.2
BIOCORP;FR0012788065;ALCOR;Euronext Growth Paris;EUR;24.8;24.8;24.2;24.2;13/08/2021 17:28;CET;882;21565
BIOFISH HOLDING;NO0010955198;BFISH;Euronext Growth Oslo;NOK;17.526;17.6;17;17.11;13/08/2021 16:25;CET;26401;454200.938
BIOMERIEUX;FR0013280286;BIM;Euronext Paris;EUR;101.75;102.35;101.15;101.85;13/08/2021 17:38;CET;57434;5846653.05
BIOPHYTIS;FR0012816825;ALBPS;Euronext Growth Paris;EUR;0.74;0.758;0.74;0.742;13/08/2021 17:35;CET;290112;216556.753
BIOPHYTIS BSA;FR0013507290;BPSBS;Euronext Growth Paris;EUR;0.52;0.52;0.52;0.52;13/08/2021 16:40;CET;1000;520
BIOSYNEX;FR0011005933;ALBIO;Euronext Growth Paris;EUR;22.1;22.18;21.3;21.64;13/08/2021 17:35;CET;49043;1058663.88
BIOSYNEX BSAR;FR0013517380;BIOBS;Euronext Growth Paris;EUR;0.55;0.598;0.542;0.598;13/08/2021 15:05;CET;904;495.416
BIOTALYS;BE0974386188;BTLS;Euronext Brussels;EUR;7.12;7.26;7.06;7.2;13/08/2021 17:35;CET;4132;29318.7
BIP INV. PARTNERS;LU0110790085;-;Euronext Expert Market;EUR;13.3;13.3;13.3;13.3;20/07/2021 11:30;CET;1088;14470.4
BLACK SEA PROPERTY;NO0010755101;BSP;Euronext Growth Oslo;NOK;2.4;2.4;2.24;2.24;13/08/2021 16:25;CET;36114;84775.94
BLEECKER;FR0000062150;BLEE;Euronext Paris;EUR;135;135;135;135;06/08/2021 11:30;CET;1;135
BLUE SHARK POWER;FR0013340973;MLBSP;Euronext Access Paris;EUR;4.6;4.6;4.6;4.6;13/08/2021 11:30;CET;200;920
BLUELINEA;FR0011041011;ALBLU;Euronext Growth Paris;EUR;4.58;4.58;4.4;4.57;13/08/2021 10:09;CET;204;904.71
BLUELINEA BSA Y;FR0013480985;BLUBT;Euronext Growth Paris;EUR;1.5;1.5;1.5;1.5;25/02/2021 17:14;CET;194;291
BNP PARIBAS ACT.A;FR0000131104;BNP;Euronext Paris;EUR;54.4;54.86;54.08;54.38;13/08/2021 17:35;CET;1742758;94960366.85
BNP PARIBAS FORTIS;BE0172505399;-;Euronext Expert Market;EUR;23.4;23.4;23.4;23.4;03/08/2021 11:30;CET;115;2691
BOA CONCEPT;FR0011365907;ALBOA;Euronext Growth Paris;EUR;16.36;16.36;16;16;13/08/2021 13:24;CET;455;7329.38
BODY ONE;FR0010106039;MLONE;Euronext Access Paris;EUR;0.22;0.22;0.2;0.2;13/08/2021 16:30;CET;852;183.44
BOEING COMPANY;US0970231058;BOEI;Traded not listed Brussels;USD;230;235;230;235;11/08/2021 14:09;CET;60;13975
BOIRON;FR0000061129;BOI;Euronext Paris;EUR;43.2;43.5;43.2;43.4;13/08/2021 17:35;CET;519;22513.05
BOIS DU LUC;BE0156880313;-;Euronext Expert Market;EUR;20.75;20.75;20.75;20.75;18/08/2015 11:30;CET;410;8507.5
BOIS DU LUC 10E;BE0156881329;-;Euronext Expert Market;EUR;2.77;2.77;2.77;2.77;25/08/2015 11:30;CET;3;8.31
BOLLORE;FR0000039299;BOL;Euronext Paris;EUR;4.936;4.94;4.87;4.924;13/08/2021 17:35;CET;579891;2852469.014
BONDUELLE;FR0000063935;BON;Euronext Paris;EUR;21.8;21.8;21.1;21.3;13/08/2021 17:35;CET;6706;143769.8
BONE THERAPEUTICS;BE0974280126;BOTHE;Euronext Brussels, Paris;EUR;2.42;2.455;2.41;2.42;13/08/2021 17:35;CET;18862;45626.555
BONHEUR;NO0003110603;BONHR;Oslo Børs;NOK;298.5;300;293;296;13/08/2021 16:25;CET;15350;4566372.5
BOOSTHEAT;FR0011814938;BOOST;Euronext Paris;EUR;1.41;1.42;1.4;1.42;13/08/2021 17:35;CET;5442;7638.538
BORGESTAD;NO0003111700;BOR;Oslo Børs;NOK;15.9;15.9;15.9;15.9;13/08/2021 15:02;CET;290;4611
BORR DRILLING;BMG1466R2078;BORR;Oslo Børs;NOK;6.145;6.145;5.89;5.94;13/08/2021 16:25;CET;562450;3348899.955
BORREGAARD;NO0010657505;BRG;Oslo Børs;NOK;230;230;226.5;227;13/08/2021 16:25;CET;38325;8730582.5
BOSKALIS WESTMIN;NL0000852580;BOKA;Euronext Amsterdam;EUR;26.96;27.3;26.96;27.24;13/08/2021 17:35;CET;111250;3026959.12
BOUFFIOULX-St-NICO;BE0014799556;-;Euronext Expert Market;EUR;11.5;11.5;11.5;11.5;19/05/2020 11:30;CET;7;80.5
BOURRELIER GROUP;FR0000054421;ALBOU;Euronext Growth Paris;EUR;45;45;45;45;12/08/2021 14:43;CET;16;720
BOURSE DIRECT;FR0000074254;BSD;Euronext Paris;EUR;3.01;3.06;2.97;3.05;13/08/2021 17:35;CET;8725;26293.16
BOUSSARD GAVAUDAN;GG00B1FQG453;BGHL;Euronext Amsterdam;EUR;21.8;21.8;21.8;21.8;11/08/2021 16:51;CET;135;2943
BOUSSARD GHL GBP;GG00B39VMM07;BGHS;Euronext Amsterdam;GBP;10;10;10;10;21/12/2010 11:50;CET;188;1880
BOUVET;NO0010360266;BOUV;Oslo Børs;NOK;57.5;58.5;56.8;57.2;13/08/2021 16:25;CET;180267;10470826.6
BOUYGUES;FR0000120503;EN;Euronext Paris;EUR;34.14;35.04;34.1;34.98;13/08/2021 17:35;CET;1831875;63782072.09
BPOST;BE0974268972;BPOST;Euronext Brussels;EUR;8.55;8.56;8.36;8.4;13/08/2021 17:38;CET;481801;4055895.38
BQUE NAT. BELGIQUE;BE0003008019;BNB;Euronext Brussels;EUR;1755;1770;1755;1755;13/08/2021 17:35;CET;60;105330
BRABANK;NO0010167331;BRA;Euronext Growth Oslo;NOK;9.2;9.36;8.84;8.88;13/08/2021 16:12;CET;423054;3808411.86
BREDERODE;LU1068091351;BREB;Euronext Brussels;EUR;106.8;106.8;106;106.6;13/08/2021 17:35;CET;6270;666758
BRILL KON;NL0000442523;BRILL;Euronext Amsterdam;EUR;22.8;23;22.8;22.8;13/08/2021 17:29;CET;211;4822.8
BROUX-KIGGEN;BE6326475389;-;Euronext Expert Market;EUR;85;85;85;85;15/06/2021 11:30;CET;395;33575
BRUNEL INTERNAT;NL0010776944;BRNL;Euronext Amsterdam;EUR;10.62;10.7;10.54;10.6;13/08/2021 17:35;CET;32797;347542.46
BUREAU VERITAS;FR0006174348;BVI;Euronext Paris;EUR;28.21;28.3;28.05;28.05;13/08/2021 17:35;CET;509101;14300069.79
BURELLE;FR0000061137;BUR;Euronext Paris;EUR;754;762;754;758;13/08/2021 17:35;CET;24;18170
BW ENERGY LIMITED;BMG0702P1086;BWE;Oslo Børs;NOK;25.05;25.7;24.85;25.05;13/08/2021 16:29;CET;398824;10044164.75
BW Epic Kosan;SGXZ80461361;BWEK;Euronext Growth Oslo;NOK;22.8;22.8;22.8;22.8;13/08/2021 09:00;CET;18;410.4
BW IDEOL;NO0010947385;BWIDL;Euronext Growth Oslo;NOK;31.995;31.995;30.6;30.6;13/08/2021 13:39;CET;2098;65381.705
BW LPG;BMG173841013;BWLPG;Oslo Børs;NOK;51;51;50.05;50.1;13/08/2021 16:25;CET;184922;9328112.55
BW OFFSHORE LTD;BMG1738J1247;BWO;Oslo Børs;NOK;29.6;29.96;29.6;29.82;13/08/2021 16:25;CET;425710;12688486.64
BYGGMA;NO0003087603;BMA;Oslo Børs;NOK;30;30.6;29.4;29.4;13/08/2021 16:25;CET;38379;1147103.6
CA TOULOUSE 31 CCI;FR0000045544;CAT31;Euronext Paris;EUR;91.51;91.51;91.51;91.51;13/08/2021 09:00;CET;1;91.51
CABASSE GROUP;FR0013530102;ALCG;Euronext Growth Paris;EUR;6.3;6.3;6.25;6.25;13/08/2021 16:52;CET;1403;8788.5
CADELER;DK0061412772;CADLR;Oslo Børs;NOK;31.395;32.155;31.01;32.12;13/08/2021 16:25;CET;161162;5103486.19
CAFOM;FR0010151589;CAFO;Euronext Paris;EUR;14.75;14.8;14.55;14.75;13/08/2021 17:11;CET;1990;29284.2
CAIRE;FR0010781377;MLAAE;Euronext Access Paris;EUR;10.4;10.4;10.4;10.4;13/08/2021 16:30;CET;3;31.2
CAIRN HOMES PLC;IE00BWY4ZF18;C5H;Euronext Dublin;EUR;1.128;1.146;1.118;1.146;13/08/2021 21:00;IST;4147521;4657326.092
CAMBI;NO0010078850;CAMBI;Euronext Growth Oslo;NOK;14;14.1;13.798;14.004;13/08/2021 16:25;CET;23382;326368.602
CAMBODGE NOM.;FR0000079659;CBDG;Euronext Paris;EUR;7100;7100;7100;7100;13/08/2021 16:30;CET;3;21300
CAMPINE;BE0003825420;CAMB;Euronext Brussels;EUR;31;31;30;30;13/08/2021 16:30;CET;205;6320
CANDELA INVEST;BE0974298300;CAND;Euronext Growth Brussels;EUR;3.74;3.74;3.74;3.74;10/08/2021 11:30;CET;50;187
CAPELLI;FR0012969095;CAPLI;Euronext Paris;EUR;26.9;27;26.6;26.9;13/08/2021 15:24;CET;59;1586.9
CAPGEMINI;FR0000125338;CAP;Euronext Paris;EUR;190;191.15;189.5;190.55;13/08/2021 17:35;CET;201960;38474195.3
CARASENT;NO0010123060;CARA;Oslo Børs;NOK;41.5;41.5;40.8;41.15;13/08/2021 16:25;CET;17238;709428.7
CARBIOS;FR0011648716;ALCRB;Euronext Growth Paris;EUR;45.5;45.56;43.32;44;13/08/2021 17:35;CET;22132;983716.12
CARBON TRANSITION;NO0010778095;CARBN;Euronext Expand Oslo;NOK;1.536;1.64;1.536;1.59;13/08/2021 16:28;CET;4260324;6751992.472
CARE PROPERTY INV.;BE0974273055;CPINV;Euronext Brussels;EUR;28.05;28.1;27.75;27.95;13/08/2021 17:35;CET;9915;276903.05
CARMAT;FR0010907956;ALCAR;Euronext Growth Paris;EUR;28.05;28.05;27.35;27.6;13/08/2021 17:35;CET;15176;420843
CARMILA;FR0010828137;CARM;Euronext Paris;EUR;12.3;12.58;12.28;12.58;13/08/2021 17:35;CET;38882;484663.78
CARPINIENNE PART.;FR0000064156;CARP;Euronext Paris;EUR;28.4;28.4;28.4;28.4;09/08/2021 17:24;CET;2;56.8
CARREFOUR;FR0000120172;CA;Euronext Paris;EUR;16.9;17.07;16.9;16.995;13/08/2021 17:35;CET;1247507;21190481.03
CASINO GUICHARD;FR0000125585;CO;Euronext Paris;EUR;24.85;25.19;24.85;24.92;13/08/2021 17:35;CET;122368;3059364.36
CAST;FR0000072894;CAS;Euronext Paris;EUR;4.27;4.35;4.24;4.24;13/08/2021 15:51;CET;142;615.75
CATANA GROUP;FR0010193052;CATG;Euronext Paris;EUR;5.35;5.39;5.25;5.3;13/08/2021 17:35;CET;86233;457174.74
CATERING INTL SCES;FR0000064446;CTRG;Euronext Paris;EUR;11.6;11.6;11.55;11.55;13/08/2021 17:02;CET;451;5225.1
CATERPILLAR INC;US1491231015;CATR;Euronext Paris;EUR;189.25;189.25;189.25;189.25;13/08/2021 14:31;CET;70;13247.5
CBO TERRITORIA;FR0010193979;CBOT;Euronext Paris;EUR;3.6;3.6;3.56;3.59;13/08/2021 17:35;CET;12986;46527.62
CBRE H2O;NL0012237614;-;Euronext Expert Market;EUR;-;-;-;-;-;CET;-;-
CECURITY.COM;FR0010717579;MLCEC;Euronext Access Paris;EUR;0.87;0.87;0.87;0.87;10/08/2021 16:30;CET;509;442.83
CEGEDIM;FR0000053506;CGM;Euronext Paris;EUR;27.9;28.25;27.55;28.25;13/08/2021 17:35;CET;9038;253690.75
CELLECTIS;FR0010425595;ALCLS;Euronext Growth Paris;EUR;11.1;11.14;10.78;10.92;13/08/2021 17:35;CET;57707;632049.76
CELYAD ONCOLOGY;BE0974260896;CYAD;Euronext Brussels, Paris;EUR;3.72;3.72;3.575;3.645;13/08/2021 17:35;CET;13296;48256.715
CENERGY;BE0974303357;CENER;Euronext Brussels;EUR;2.51;2.51;2.45;2.505;13/08/2021 12:28;CET;6056;15122.47
CERINNOV GROUP;FR0013178712;ALPCV;Euronext Growth Paris;EUR;1.69;1.73;1.616;1.618;13/08/2021 17:35;CET;63295;104447.578
CESAR;FR0013297165;ALCES;Euronext Growth Paris;EUR;0.143;0.143;0.143;0.143;13/08/2021 11:30;CET;10;1.43
CESYNT A SHARES;IT0005402034;MLCSA;Euronext Access Paris;EUR;1.8;1.8;1.8;1.8;01/04/2021 17:04;CET;190;342
CESYNT B SHARES;IT0005398877;MLCSB;Euronext Access Paris;EUR;1.8;1.8;1.8;1.8;15/12/2020 11:30;CET;100;180
CFE;BE0003883031;CFEB;Euronext Brussels;EUR;90;90.9;89.6;90.7;13/08/2021 17:35;CET;2829;255029.3
CFI;FR0000037475;CFI;Euronext Paris;EUR;0.85;0.85;0.85;0.85;11/08/2021 16:30;CET;3403;2892.55
CFM INDOSUEZWEALTH;MC0010000826;MLCFM;Euronext Access Paris;EUR;860;860;860;860;13/08/2021 11:30;CET;1;860
CGG;FR0013181864;CGG;Euronext Paris;EUR;0.657;0.6584;0.6366;0.6382;13/08/2021 17:35;CET;5886523;3804219.263
CGG BSA 1;FR0013309614;CGGBS;Euronext Paris;EUR;0.0076;0.0076;0.0076;0.0076;13/08/2021 17:15;CET;1032;7.8432
CGG BSA 2;FR0013309622;CGGBT;Euronext Paris;EUR;0.008;0.0084;0.0072;0.0072;13/08/2021 17:10;CET;135455;1059.3444
CH.FER DEPARTEMENT;FR0000037871;MLCFD;Euronext Access Paris;EUR;730;730;730;730;12/07/2021 11:30;CET;4;2920
CH.FER VAR GARD N.;FR0000051567;MLCVG;Euronext Access Paris;EUR;6250;6250;6250;6250;05/08/2021 11:30;CET;2;12500
CHARB BONNIER;BE0010381029;-;Euronext Expert Market;EUR;94.5;94.5;94.5;94.5;08/09/2020 11:30;CET;19;1795.5
CHARB. HASARD;BE0003256550;-;Euronext Expert Market;EUR;13;13;13;13;11/08/2020 11:30;CET;405;5265
CHARGEURS;FR0000130692;CRI;Euronext Paris;EUR;22.96;23.46;22.96;23;13/08/2021 17:35;CET;49436;1145689.84
CHAUSSERIA;FR0000060907;CHSR;Euronext Paris;EUR;4;4;4;4;13/08/2021 16:30;CET;42;168
CHEOPS TECHNOLOGY;FR0010447086;MLCHE;Euronext Access Paris;EUR;50;50;50;50;13/08/2021 11:30;CET;50;2500
CHEVRON;US1667641005;CHTEX;Traded not listed Brussels;USD;92.5;92.5;92;92;12/08/2021 11:41;CET;10;922.5
CHOICE;BE0974370026;MLTV;Euronext Access Brussels;EUR;7.5;7.5;7.5;7.5;13/08/2021 11:34;CET;400;3000
CHRISTIAN DIOR;FR0000130403;CDI;Euronext Paris;EUR;718;723;716;719.5;13/08/2021 17:35;CET;6403;4605848
CIBIX;BE0003706208;-;Euronext Expert Market;EUR;-;-;-;-;-;CET;-;-
CIBOX BS;FR00140003K4;CIBBS;Euronext Growth Paris;EUR;0.0006;0.0008;0.0004;0.0004;13/08/2021 12:20;CET;474050;330.42
CIBOX INTER A CTIV;FR0000054322;CIB;Euronext Paris;EUR;0.15;0.1534;0.1482;0.151;13/08/2021 17:36;CET;330914;50100.3316
CIE BOIS SAUVAGE;BE0003592038;COMB;Euronext Brussels;EUR;355;355;351;353;13/08/2021 17:35;CET;126;44487
CIE DU MONT BLANC;FR0000060428;MLCMB;Euronext Access Paris;EUR;123;123;123;123;13/08/2021 16:30;CET;51;6273
Cie HET ZOUTE;BE0027840017;-;Euronext Expert Market;EUR;5100;5100;5100;5100;08/12/2020 11:30;CET;2;10200
CIOA;FR0012384907;MLCIO;Euronext Access Paris;EUR;2.7;2.7;2.7;2.7;13/08/2021 11:30;CET;400;1080
CIRCA GROUP;NO0010917594;CIRCA;Euronext Growth Oslo;NOK;16.874;17.048;16.802;16.84;13/08/2021 16:43;CET;68583;1158031.166
CISCO SYSTEM INC;US17275R1023;CIS;Traded not listed Brussels;USD;50.31;55.45;50.31;55.45;09/08/2021 17:35;CET;2;105.76
CKV;BE0021556221;-;Euronext Expert Market;EUR;51.47;51.47;51.47;51.47;13/10/2015 11:30;CET;253;13021.91
CLARANOVA;FR0013426004;CLA;Euronext Paris;EUR;7.2;7.27;7.08;7.09;13/08/2021 17:35;CET;113595;814905.61
CLASQUIN;FR0004152882;ALCLA;Euronext Growth Paris;EUR;49.5;49.6;49.4;49.5;13/08/2021 16:52;CET;719;35568.1
CLEAN SEAS SEAFOOD;AU000000CSS3;CSS;Euronext Growth Oslo;NOK;3.65;4;3.65;4;13/08/2021 14:23;CET;108234;398923.15
CLOUDBERRY CLEAN;NO0010876642;CLOUD;Oslo Børs;NOK;15;15;14.68;14.7;13/08/2021 16:25;CET;49928;740228.4
CM.COM;NL0012747059;CMCOM;Euronext Amsterdam;EUR;42;42;41.05;41.75;13/08/2021 17:35;CET;25568;1062008.5
CNIM GROUP;FR0000053399;COM;Euronext Paris;EUR;13.6;13.95;13.6;13.95;13/08/2021 17:35;CET;584;8038.95
CNOVA;NL0010949392;CNV;Euronext Paris;EUR;9.14;9.44;9.12;9.14;13/08/2021 17:35;CET;2639;24529.3
CNP ASSURANCES;FR0000120222;CNP;Euronext Paris;EUR;14.815;14.88;14.685;14.74;13/08/2021 17:35;CET;157236;2321779.925
CO.BR.HA;BE0003519270;COBH;Euronext Growth Brussels;EUR;3340;3340;3340;3340;13/08/2021 11:30;CET;2;6680
Coca-ColaEuropacif;GB00BDCPN049;CCEP;Euronext Amsterdam;EUR;51.85;52.2;51.1;51.15;13/08/2021 17:35;CET;10693;549639.8
COFACE;FR0010667147;COFA;Euronext Paris;EUR;10.76;10.89;10.7;10.82;13/08/2021 17:35;CET;95283;1032457.04
COFIDUR;FR0013257409;ALCOF;Euronext Growth Paris;EUR;370;372;370;372;13/08/2021 16:00;CET;30;11134
COFINA,SGPS;PTCFN0AE0003;CFN;Euronext Lisbon;EUR;0.234;0.235;0.231;0.235;12/08/2021 16:55;BST;13827;3229.04
COFINIMMO;BE0003593044;COFB;Euronext Brussels;EUR;140.5;141.8;139.8;141.3;13/08/2021 17:35;CET;49517;6984203.1
COGELEC;FR0013335742;ALLEC;Euronext Growth Paris;EUR;9.6;9.7;9.6;9.7;13/08/2021 17:08;CET;7;67.8
COGRA;FR0011071570;ALCOG;Euronext Growth Paris;EUR;6.9;6.9;6.84;6.84;13/08/2021 16:42;CET;683;4695.18
COHERIS;FR0004031763;COH;Euronext Paris;EUR;1.86;1.98;1.86;1.98;02/08/2021 16:04;CET;528;984.72
COIL;BE0160342011;ALCOI;Euronext Growth Paris;EUR;8.4;8.48;8.2;8.48;13/08/2021 16:18;CET;124;1028.58
COLAS;FR0000121634;RE;Euronext Paris;EUR;132;134;131;132;13/08/2021 17:35;CET;1629;215241.5
COLIPAYS;FR0010959684;MLCLP;Euronext Access Paris;EUR;8.1;8.1;8.1;8.1;13/08/2021 16:30;CET;86;696.6
COLRUYT;BE0974256852;COLR;Euronext Brussels;EUR;48.2;48.39;47.74;48.01;13/08/2021 17:35;CET;189748;9102955.88
COMMERCIALE BELGE;BE0013068706;-;Euronext Expert Market;EUR;680;680;680;680;09/07/2019 11:30;CET;10;6800
COMPAGNIE ODET;FR0000062234;ODET;Euronext Paris;EUR;1155;1160;1140;1160;13/08/2021 17:35;CET;185;213025
CONDOR TECHNOLOG;BE6252013725;MLMFI;Euronext Access Paris;EUR;15;15;15;15;07/06/2019 11:30;CET;20;300
CONDURIL;PTCDU0AE0003;CDU;Euronext Access Lisbon;EUR;33.6;33.6;33.6;33.6;09/08/2021 15:30;BST;5;168
CONSORT NT;FR0000077828;MLCNT;Euronext Access Paris;EUR;61.5;61.5;61.5;61.5;29/07/2021 11:30;CET;22;1353
CONSTRUCTEURS BOIS;FR00140007I9;MLLCB;Euronext Access Paris;EUR;4.16;4.16;4.16;4.16;13/08/2021 16:30;CET;515;2142.4
CONTEXTVISION;SE0014731154;CONTX;Oslo Børs;NOK;20.3;20.48;19.972;20.15;13/08/2021 16:25;CET;85958;1746119.537
CONTINENT. LAND CY;NL0000121622;-;Euronext Expert Market;EUR;20.4;20.4;20.4;20.4;14/04/2020 11:30;CET;251;5120.4
COPAM;PTCPA0AP0006;CPA;Euronext Access Lisbon;EUR;11.5;11.5;11.5;11.5;22/04/2021 20:30;BST;110;1265
