,High,ISIN,Last,Last Date/Time,Low,Market,Name,Open,Symbol,Ticker,Time Zone,Trading Currency,Turnover,Volume,City,sector,industry,ebitdaMargins,profitMargins,revenueGrowth,operatingMargins,returnOnAssets,recommendationKey,recommendationMean,debtToEquity,totalCashPerShare,quickRatio,exchange,beta,enterpriseToEbitda,enterpriseToRevenue,bookValue,earningsQuarterlyGrowth,forwardPE,mostRecentQuarter,logo_url
766,37,NO0010917339,36.5,13/08/2021 16:25,35.62,Euronext Growth,HORISONT ENERGI,37,HRGI,HRGI.OL,CET,NOK,144550.615,3997,Oslo,Basic Materials,Specialty Chemicals,0.0,0.0,,0.0,,none,,,,,OSL,,,,,,,No info,https://logo.clearbit.com/horisontenergi.no
767,1.13,GB00BYYN4225,1.09,12/08/2021 19:47,1.09,Euronext,HOSTELWORLD GROUP,1.13,HSW,HSW.IR,IST,EUR,12903.6,11730,Dublin,Consumer Cyclical,Travel Services,-2.0149698,0.0,-0.92,-2.07615,-0.14829999,none,,5.578,0.156,0.925,ISE,2.385295,-4.286,8.635,0.841,,,2020-12-31,https://logo.clearbit.com/hostelworldgroup.com
768,3920,FR0006226791,3920,06/08/2021 16:30,3920,Euronext Access,HOT.MAJESTIC CANNE,3920,MLHMC,MLHMC.PA,CET,EUR,3920,1,Paris,Consumer Cyclical,Lodging,0.0,-0.19503,-0.019,-0.2766,,none,,1.359,,,PAR,-0.02377,,,,,,2019-04-30,https://logo.clearbit.com/hotelsbarriere.com
769,33,FR0000053738,33,21/06/2021 11:30,33,Euronext Access,HOTELIM,33,MLHOT,MLHOT.PA,CET,EUR,165,5,Paris,Consumer Cyclical,Lodging,0.0,0.0,,0.0,,none,,,,,PAR,,,,,,,No info,https://logo.clearbit.com/hotelim.fr
770,2.28,FR0004165801,2.28,13/08/2021 16:30,2.28,Euronext,HOTELS DE PARIS,2.28,HDP,HDP.PA,CET,EUR,114,50,Paris,Consumer Cyclical,Lodging,-0.41327,-1.08873,-0.772,-0.64976,-0.03158,none,,,0.177,0.071,PAR,0.271973,-31.598,13.058,-2.37,,,2020-12-31,https://logo.clearbit.com/leshotelsdeparis.com
771,195,FR0006563904,195,04/08/2021 11:30,195,Euronext Access,HOTL.IMMOB.NICE,195,MLHIN,MLHIN.PA,CET,EUR,390,2,Paris,Consumer Cyclical,Lodging,0.047069997,-0.07334,,-0.07334,,none,,,,,PAR,0.048645,38.85,1.829,,,,No info,https://logo.clearbit.com/shin-hotels.com
772,24,NO0010781818,23,13/08/2021 16:25,23,Euronext Growth,HOUSE OF CONTROL,24,HOC,HOC.OL,CET,NOK,816300,35490,Oslo,Technology,Software—Application,-0.11377,-0.27444,0.493,-0.19892,,none,,27.605,5.777,3.761,OSL,,-57.67,6.561,5.756,,,2021-03-31,https://logo.clearbit.com/houseofcontrol.com
773,4.4,NO0010859648,4.4,13/08/2021 16:25,4.3,Euronext Growth,HUDDLESTOCK FINTEC,4.32,HUDL,HUDL.OL,CET,NOK,304075.84,70192,Oslo,Technology,Software—Application,0.0,0.0,,0.0,,none,,,,,OSL,,,,,,,No info,https://logo.clearbit.com/huddlestock.com
774,9.86,NO0010776990,9.45,13/08/2021 16:25,9.301,Euronext Growth,HUDDLY,9.6,HDLY,HDLY.OL,CET,NOK,558809.486,58218,Oslo,Technology,Communication Equipment,-0.50075,-0.56975,-0.238,-0.53739,-0.29574,none,,,1.971,5.805,OSL,0.594538,-9.673,4.844,2.211,-0.664,,2021-06-30,https://logo.clearbit.com/huddly.com
775,94.4,ANN4327C1220,94.1,13/08/2021 17:35,93.8,Euronext,HUNTER DOUGLAS,94.2,HDG,HDG.AS,CET,EUR,437137.9,4645,Amsterdam,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.12159,0.04947,0.312,0.0911,0.062280003,none,,19.062,1.436,0.746,AMS,0.814814,8.008,0.974,58.151,1.813,,2021-03-31,https://logo.clearbit.com/hunterdouglasgroup.com
776,0.44,ANN4327C1303,0.44,13/08/2021 13:35,0.44,Euronext,HUNTER DOUGLAS,0.44,HUNDP,HUNDP.AS,CET,EUR,1177,2675,Amsterdam,nan,nan,,,,,,none,,,,,AMS,,,,,,,No info,
777,2.858,NO0010283211,2.8,13/08/2021 16:25,2.79,Euronext Expand,HUNTER GROUP,2.832,HUNT,HUNT.OL,CET,NOK,2166045.138,769457,Oslo,Energy,Oil & Gas Equipment & Services,0.82418,0.53734,-0.399,0.64782995,0.08809,none,,120.547,0.05,2.308,OSL,0.059148,23.162,19.089,0.369,-0.78,284.6,2021-03-31,https://logo.clearbit.com/huntergroup.no
778,0.1964,FR0004153930,0.1916,13/08/2021 17:35,0.19,Euronext Growth,HYBRIGENICS,0.1964,ALHYG,ALHYG.PA,CET,EUR,78883.4934,412326,Paris,Healthcare,Biotechnology,0.0,0.0,,0.0,,none,,,,,PAR,,,,0.009,,-1.10875,No info,https://logo.clearbit.com/hybrigenics.com
779,75,NL0009391242,75,13/08/2021 16:30,75,Euronext,HYDRATEC,75,HYDRA,HYDRA.AS,CET,EUR,88575,1181,Amsterdam,Industrials,Farm & Heavy Construction Machinery,0.0644,0.00598,0.095,0.02775,0.01828,none,,81.512,3.586,0.63,AMS,0.948037,8.877,0.572,48.987,-0.175,,2020-12-31,https://logo.clearbit.com/hydratec.nl
780,540,FR0000064735,540,26/05/2021 11:30,540,Euronext Access,HYDRAULIQUE PB,540,MLHYD,MLHYD.PA,CET,EUR,3240,6,Paris,Industrials,Specialty Industrial Machinery,0.0,0.32365,,0.48791,0.067329995,none,,,,9.039,PAR,1.306101,,2.803,808.101,,,No info,https://logo.clearbit.com/hydraulique-pb.fr
781,78.5,FR0005843125,78.5,05/08/2021 16:30,78.5,Euronext Access,HYDRO-EXPLOIT.,78.5,MLHYE,MLHYE.PA,CET,EUR,12717,162,Paris,Industrials,Engineering & Construction,0.0,0.02248,,0.02712,,none,,,,,PAR,0.349917,,,,,,No info,https://logo.clearbit.com/hydro-exploitations.fr
782,30.35,FR0014001PM5,29.85,13/08/2021 17:35,29.8,Euronext Growth,HYDROGEN REFUELING,30.3,ALHRS,ALHRS.PA,CET,EUR,263284.15,8768,Paris,Consumer Cyclical,Specialty Retail,-0.05282,-0.03871,1.067,-0.08716,,none,,,0.053,0.641,PAR,,-1949.778,102.992,-0.022,,,2020-12-31,https://logo.clearbit.com/hydrogen-refueling-solutions.fr
783,22.5,NO0010892359,22.05,13/08/2021 16:25,21.6,Euronext Growth,HYDROGENPRO,22.5,HYPRO,HYPRO.OL,CET,NOK,1277449.7,57942,Oslo,Industrials,Specialty Industrial Machinery,-0.21099001,-0.60124,,-0.22444001,-0.01248,none,,,8.468,11.632,OSL,,-135.473,28.584,9.351,,,2021-03-31,https://logo.clearbit.com/hydrogen-pro.com
784,14.2,BE0974363955,14.15,13/08/2021 17:35,13.95,Euronext,HYLORIS,14.1,HYL,HYL.BR,CET,EUR,80939.15,5756,Brussels,Healthcare,Biotechnology,0.0,0.0,21.053,-3.78947,-0.03247,none,,23.195,2.077,21.347,BRU,,-92.99,342.495,2.32,,,2021-06-30,https://logo.clearbit.com/hyloris.com
785,4.1,NO0010920945,4,13/08/2021 16:27,3.951,Euronext Growth,HYNION,4.03,HYN,HYN.OL,CET,NOK,1213365.242,301255,Oslo,Consumer Cyclical,Specialty Retail,0.0,0.0,,0.0,,none,,,,,OSL,,,,,,,No info,https://logo.clearbit.com/hynion.com
786,130,NO0010012636,130,13/08/2021 14:57,129,B?rs,H??LAND OG SETSKOG,130,HSPG,HSPG.OL,CET,NOK,176515,1366,Oslo,Financial Services,Banks—Regional,0.0,0.39289,0.486,0.50269,0.0088,none,,,1915.848,,OSL,0.270344,,4.235,1040.93,1.58,11.016949,2021-03-31,https://logo.clearbit.com/hsbank.no
787,1.45,FR0011511971,1.45,13/08/2021 09:24,1.435,Euronext Growth,I.CERAM,1.435,ALICR,ALICR.PA,CET,EUR,436.335,303,Paris,Healthcare,Medical Instruments & Supplies,-0.64825994,-1.0019699,0.043,-1.09075,-0.16885,none,,57.14,0.025,0.615,PAR,1.361525,-9.464,6.135,0.446,,-9.733334,2020-12-31,https://logo.clearbit.com/iceram.fr
788,9.99,FR0014004J15,9.85,13/08/2021 15:15,9.85,Euronext,I2PO SHARES,9.99,I2PO,I2PO.PA,CET,EUR,545.95,55,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
789,0.3,FR0014004JF6,0.3,04/08/2021 12:53,0.3,Euronext,I2PO WARRANTS,0.3,I2POW,I2POW.PA,CET,EUR,6837,22790,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
790,3.6,FR0005854700,3.6,29/07/2021 11:30,3.6,Euronext Growth,I2S,3.6,ALI2S,ALI2S.PA,CET,EUR,180,50,Paris,Industrials,Electrical Equipment & Parts,0.025390001,-0.0070200004,-0.222,0.0074,0.00454,none,,93.17,4.448,2.823,PAR,-0.195688,13.684,0.347,3.548,,,2020-12-31,https://logo.clearbit.com/i2s.fr
791,4.62,ES0105479002,4.62,29/05/2020 00:00,4.62,Euronext Access,IANTE INVESTMENTS,4.62,MLINT,MLINT.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
792,17.02,BE0003766806,16.72,13/08/2021 17:35,16.64,Euronext,IBA,16.64,IBAB,IBAB.BR,CET,EUR,88637.42,5266,Brussels,Healthcare,Medical Devices,0.16409001,0.123830006,0.25,0.15043999,0.06862,none,,61.224,4.898,0.965,BRU,0.661915,8.271,1.357,4.782,,,2021-06-30,https://logo.clearbit.com/iba-worldwide.com
793,6.1,PTIBS0AM0008,6.1,13/08/2021 21:35,5.96,Euronext,"IBERSOL,SGPS",5.96,IBS,IBS.LS,BST,EUR,4717.7,783,Lisbon,Consumer Cyclical,Restaurants,-0.10592,-0.08677,-0.405,-0.0686,-0.019,none,,285.734,2.208,0.641,LIS,1.550941,-17.172,1.819,5.406,,6.627907,2020-09-30,https://logo.clearbit.com/ibersol.pt
794,76.2,FR0000035081,75.7,13/08/2021 17:37,75.6,Euronext,ICADE,75.9,ICAD,ICAD.PA,CET,EUR,4520136.9,59627,Paris,Real Estate,REIT—Diversified,0.38217,0.12564999,0.334,0.17049,0.014049999,none,,202.221,11.712,0.839,PAR,1.359708,21.217,8.109,38.604,35.173,13.029467,2021-06-30,https://logo.clearbit.com/icade.fr
795,49.8,NO0010884794,46.5,13/08/2021 16:19,46.5,Euronext Growth,ICE FISH FARM,46.8,IFISH,IFISH.OL,CET,NOK,336436.2,7190,Oslo,Consumer Defensive,Farm Products,0.24022,0.10002,-0.099,0.17542,,none,,31.591,1.694,0.968,OSL,,41.615,9.997,19.739,,,2021-03-31,https://logo.clearbit.com/icefishfarm.is
796,15.85,NO0010734742,15.55,13/08/2021 16:12,15.45,Euronext Expand,ICE GROUP,15.8,ICEGR,ICEGR.OL,CET,NOK,17729.1,1137,Oslo,Communication Services,Telecom Services,-0.07545,-0.46513999,0.05,-0.24451,-0.050830003,none,,,3.858,0.893,OSL,0.286267,-62.626,4.725,-8.881,,,2020-12-31,https://logo.clearbit.com/icegroup.com
797,130,NO0010724701,129,13/08/2021 16:25,127,Euronext Growth,ICELANDIC SALMON,130,ISLAX,ISLAX.OL,CET,NOK,5674071,44298,Oslo,Consumer Defensive,Farm Products,0.12946,-0.03156,,0.04757,0.013459999,none,,,,0.298,OSL,,454.412,58.828,3.494,,,No info,https://logo.clearbit.com/arnarlax.is
798,14.45,NL0000359537,14.45,13/08/2021 11:36,14.45,Euronext,ICT GROUP,14.45,ICT,ICT.AS,CET,EUR,5187.55,359,Amsterdam,Technology,Software—Application,0.068390004,0.025940001,0.039,0.04239,0.03319,none,,53.657,1.353,1.209,AMS,1.276948,14.196,0.971,6.08,39.291,,2020-12-31,https://logo.clearbit.com/ict.eu
799,289,FR0010929125,289,13/08/2021 17:36,283,Euronext,ID LOGISTICS GROUP,284,IDL,IDL.PA,CET,EUR,340371.5,1184,Paris,Industrials,Specialty Business Services,0.06014,0.01534,0.097,0.036059998,0.03021,none,,254.877,28.359,0.831,PAR,0.68294,20.362,1.225,34.966,1.126,47.058823,2020-12-31,https://logo.clearbit.com/id-logistics.com
800,2.416,NO0003070609,2.37,13/08/2021 16:25,2.308,B?rs,IDEX BIOMETRICS,2.398,IDEX,IDEX.OL,CET,NOK,5467854.956,2328387,Oslo,Technology,Software—Application,0.0,0.0,5.24,-17.05868,-0.68501997,none,,2.695,0.028,7.297,OSL,2.513543,-71.876,1186.064,0.034,,-8.518518,2021-03-31,https://logo.clearbit.com/idexbiometrics.com
801,41.1,FR0000051393,41,13/08/2021 17:35,40.9,Euronext,IDI,41,IDIP,IDIP.PA,CET,EUR,14394.6,351,Paris,Financial Services,Asset Management,0.75604,0.74894994,1.444,0.75381,0.03056,none,,24.988,3.197,0.425,PAR,0.729411,11.95,9.035,71.621,2.239,19.903383,2020-12-31,https://logo.clearbit.com/idi.fr
802,0.58,FR0000079691,0.58,09/08/2021 11:30,0.58,Euronext Access,IDS,0.58,MLIDS,MLIDS.PA,CET,EUR,7.54,13,Paris,Technology,Software—Application,0.0,0.1707,,0.17306,,none,,,,,PAR,0.140961,,,,,,No info,https://logo.clearbit.com/idsfrance.com
803,180,FR0000062184,175.5,13/08/2021 16:33,175.5,Euronext Growth,IDSUD,179,ALIDS,ALIDS.PA,CET,EUR,77198,435,Paris,Financial Services,Capital Markets,-2.80735,-0.82206,-0.507,-3.14412,-0.06684,none,,20.373,2.655,3.164,PAR,1.08126,-91.764,257.614,17.019,,,2020-12-31,https://logo.clearbit.com/idsud.com
804,9,BE0003748622,9,13/08/2021 10:13,9,Euronext,IEP INVEST,9,IEP,IEP.BR,CET,EUR,1170,130,Brussels,Real Estate,Real Estate—Development,0.49611,0.2846,0.025,0.49581,0.03354,none,,32.214,1.162,1.409,BRU,0.254901,13.478,6.686,11.054,0.973,,2020-12-31,https://logo.clearbit.com/iepinvest.be
805,2,NL0010556726,2,13/08/2021 11:41,2,Euronext,IEX GROUP NV,2,IEX,IEX.AS,CET,EUR,744,372,Amsterdam,Financial Services,Asset Management,0.01454,-0.12,-0.043,-0.056360003,-0.041589998,none,,,0.019,0.12,AMS,0.70155,203.732,2.963,-0.55,,,2020-06-30,https://logo.clearbit.com/iexgroup.nl
806,264,FR0000030827,264,13/08/2021 11:07,260,Euronext,IGE + XAO,260,IGE,IGE.PA,CET,EUR,11764,45,Paris,Technology,Software—Application,0.32764,0.24434,0.007,0.32513002,0.10325,none,,3.968,37.847,3.543,PAR,0.382531,23.345,7.649,37.135,0.493,58.035713,2020-12-31,https://logo.clearbit.com/ige-xao.com
807,4,FR00140048X2,4,13/08/2021 17:27,3.95,Euronext Growth,IKONISYS,3.99,ALIKO,ALIKO.PA,CET,EUR,198878.41,50342,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
808,182.2,FR0004035913,182.1,13/08/2021 17:35,182,Euronext,ILIAD,182.1,ILD,ILD.PA,CET,EUR,16281017.65,89419,Paris,Communication Services,Telecom Services,0.2927,0.06726,0.337,0.082100004,,none,,,,,PAR,0.246498,5.368,1.571,93.462,0.149,24.169987,2021-06-30,https://logo.clearbit.com/iliad.fr
809,0.199,FR0010086371,0.199,13/08/2021 11:54,0.199,Euronext Access,IMALLIANCE,0.199,MLIML,MLIML.PA,CET,EUR,493.719,2481,Paris,Communication Services,Publishing,-0.06797,-0.13022,,-0.102139995,-0.090299994,none,,,,1.114,PAR,0.737423,-1.373,0.093,0.846,,,No info,https://logo.clearbit.com/imalliance.fr
810,156.3,NL0010801007,156.3,13/08/2021 17:35,154.45,Euronext,IMCD,155.1,IMCD,IMCD.AS,CET,EUR,10583522.35,67975,Amsterdam,Basic Materials,Specialty Chemicals,0.10413,0.052989997,0.193,0.0817,0.06079,none,,71.903,2.431,0.795,AMS,0.896237,32.9,3.426,22.107,0.643,76.434975,2021-06-30,https://logo.clearbit.com/imcdgroup.com
811,40.38,FR0000120859,40.16,13/08/2021 17:35,40.02,Euronext,IMERYS,40.26,NK,NK.PA,CET,EUR,2745889.92,68358,Paris,Basic Materials,Building Materials,0.15735,0.02842,0.262,0.101689994,0.034679998,none,,71.528,8.209,1.09,PAR,2.061728,7.907,1.244,35.252,4.54,7.523422,2021-06-30,https://logo.clearbit.com/imerys.com
812,45,FR0006859039,45,08/06/2021 11:30,45,Euronext Access,IMM.PARIS.PERLE,45,MLIPP,MLIPP.PA,CET,EUR,540,12,Paris,Real Estate,Real Estate Services,0.0,0.0,,0.0,-0.017970001,none,,,,0.228,PAR,-0.291873,,,61.41,,,No info,https://logo.clearbit.com/saipppp-group.com
813,1.6,FR0013060100,1.6,13/08/2021 12:36,1.6,Euronext Growth,IMMERSION,1.6,ALIMR,ALIMR.PA,CET,EUR,24,15,Paris,Technology,Software—Application,0.04383,0.015140001,-0.132,0.020599999,0.014450001,none,,148.092,2.045,1.042,PAR,1.481481,6.191,0.271,1.29,-0.621,,2020-12-31,https://logo.clearbit.com/immersion.fr
814,595,BE0974287196,595,13/08/2021 16:30,592.1,Euronext,IMMO MCC,592.1,MCC,MCC.BR,CET,EUR,24392.1,41,Brussels,Real Estate,Real Estate Services,0.0,0.0,,0.0,,none,,,,,BRU,,,,,,,No info,
815,48,BE0003893139,48,13/08/2021 11:30,48,Euronext,IMMO MOURY,48,IMMOU,IMMOU.BR,CET,EUR,144,3,Brussels,Real Estate,Real Estate Services,0.51281,0.55022,-0.043,0.49939,0.025929999,none,,26.704,0.27,0.035,BRU,0.282476,22.263,11.417,49.504,0.695,,2020-09-30,https://logo.clearbit.com/immomoury.com
816,64,FR0000033243,63.8,13/08/2021 16:24,63,Euronext,IMMOB.DASSAULT,63.8,IMDA,IMDA.PA,CET,EUR,14345,226,Paris,Real Estate,REIT—Diversified,0.73670995,4.11624,0.022,0.73811996,0.01343,strong_buy,1.0,61.078,0.148,0.457,PAR,0.696517,44.67,32.909,69.124,3.674,19.117647,2020-06-30,https://logo.clearbit.com/immobiliere-dassault.com
817,73.3,BE0003599108,73,13/08/2021 17:35,72.6,Euronext,IMMOBEL,73.3,IMMO,IMMO.BR,CET,EUR,64895.6,889,Brussels,Real Estate,Real Estate—Development,0.120790005,0.09129,-0.428,0.11486,0.01915,none,,152.179,15.42,0.844,BRU,0.447513,29.474,3.56,51.216,-0.752,,2020-12-31,https://logo.clearbit.com/immobelgroup.com
818,0.107,GB0033711010,0.107,11/08/2021 09:04,0.107,Euronext Growth,IMMUPHARMA,0.107,ALIMM,ALIMM.BR,CET,EUR,107,1000,Brussels,Healthcare,Biotechnology,0.0,0.0,-0.026,-44.126984,-0.41794997,none,,6.648,0.023,5.031,BRU,1.263128,-3.655,156.33,0.039,,,2020-12-31,https://logo.clearbit.com/immupharma.co.uk
819,0.222,PTGPA0AP0007,0.222,29/07/2021 20:30,0.222,Euronext,IMOB.C GRAO PARA,0.222,GPA,GPA.LS,BST,EUR,222,1000,Lisbon,Industrials,Engineering & Construction,0.0,0.0,-0.204,-41.262108,-0.00541,none,,76.544,0.001,0.037,LIS,1.12493,-43.007,1622.459,5.508,,,2020-12-31,https://logo.clearbit.com/graopara.pt
820,0.694,FR0013470168,0.673,13/08/2021 17:29,0.648,Euronext Growth,IMPLANET,0.648,ALIMP,ALIMP.PA,CET,EUR,40694.413,60980,Paris,Healthcare,Medical Devices,-0.43846,-0.66134,-0.048,-0.53576,-0.21938999,none,,456.067,0.189,0.697,PAR,2.146733,-3.473,1.523,0.191,,-1.8000001,2020-12-31,https://logo.clearbit.com/implanet.com
821,0.253,PTIPR0AM0000,0.25,13/08/2021 20:46,0.25,Euronext,"IMPRESA,SGPS",0.253,IPR,IPR.LS,BST,EUR,23902.489,94999,Lisbon,Communication Services,Broadcasting,0.15394,0.0754,0.174,0.14637999,,none,,,,,LIS,1.578711,1.579,0.243,0.858,17.763,4.133333,2021-06-30,https://logo.clearbit.com/impresa.pt
822,7.1,FR0000065773,6.9,13/08/2021 16:30,6.9,Euronext Access,IMPRIMERIE CHIRAT,7.1,MLIMP,MLIMP.PA,CET,EUR,848.9,123,Paris,Communication Services,Publishing,0.15732999,0.03102,,0.040900003,0.02871,none,,,,1.384,PAR,0.189607,1.929,0.304,7.509,,,No info,https://logo.clearbit.com/imprimerie-chirat.fr
823,5.65,ES0105590006,5.65,10/08/2021 11:30,5.65,Euronext Access,IMPULSE FITNESS,5.65,MLIFS,MLIFS.PA,CET,EUR,5.65,1,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
824,0.039,PTINA0AP0008,0.037,13/08/2021 20:03,0.0365,Euronext,INAPA-INV.P.GESTAO,0.0365,INA,INA.LS,BST,EUR,7485.39,205010,Lisbon,Basic Materials,Paper & Paper Products,0.01345,-0.014880001,-0.187,0.00858,0.00733,none,,209.902,0.018,0.606,LIS,0.961304,23.953,0.322,0.294,,,2020-12-31,https://logo.clearbit.com/inapa.pt
825,21.45,BE0974374069,21.45,13/08/2021 16:23,21.1,Euronext,INCLUSIO SA/NV,21.1,INCLU,INCLU.BR,CET,EUR,45618,2140,Brussels,Real Estate,Real Estate Services,-0.16426,0.0069700005,1.801,-0.17051001,-0.00382,none,,7.013,1.539,2.26,BRU,,-196.498,32.277,20.587,,,2020-12-31,https://logo.clearbit.com/inclusio.be
826,51,FR0000066219,51,13/08/2021 11:30,51,Euronext,INDLE FIN.ENTREPR.,51,INFE,INFE.PA,CET,EUR,510,10,Paris,Industrials,Engineering & Construction,-0.0058399998,0.00339,-0.241,-0.02322,-0.011720001,none,,23.19,38.64,1.474,PAR,0.644002,-39.336,0.23,74.544,,,2020-06-30,https://logo.clearbit.com/infe.fr
827,7.62,NO0010536048,7.6,13/08/2021 16:25,7.14,Euronext Growth,INDUCT,7.38,INDCT,INDCT.OL,CET,NOK,248188.98,33508,Oslo,Healthcare,Health Information Services,0.13605,-0.2713,-0.285,0.045,0.014780001,none,,182.631,0.246,0.831,OSL,0.796572,76.809,10.45,0.412,,,2021-03-31,https://logo.clearbit.com/inductsoftware.com
828,2,FR0011158823,2,13/08/2021 11:30,2,Euronext Access,INFOCLIP,2,MLIFC,MLIFC.PA,CET,EUR,280,140,Paris,Technology,Software—Infrastructure,0.07944,-0.06901,,-0.0563,,none,,,,2.325,PAR,-0.352681,,,5.119,,,No info,https://logo.clearbit.com/infoclip.com
829,52.9,FR0000071797,52.3,13/08/2021 17:35,51.7,Euronext,INFOTEL,52.9,INF,INF.PA,CET,EUR,156445.4,2969,Paris,Technology,Information Technology Services,0.083500005,0.04003,-0.073,0.07546,0.051230002,none,,33.382,14.54,1.753,PAR,0.83969,14.098,1.177,14.541,-0.42,22.405064,2020-12-31,https://logo.clearbit.com/infotel.com
830,11.8,NL0011821202,11.702,13/08/2021 17:35,11.59,Euronext,ING GROEP N.V.,11.59,INGA,INGA.AS,CET,EUR,165500267.5,14124146,Amsterdam,Financial Services,Banks—Diversified,0.0,0.23617001,0.361,0.41182,0.00416,none,,,45.972,,AMS,2.111672,,3.618,14.101,3.88,8.357037,2021-06-30,https://logo.clearbit.com/ing.com
831,11.8,NL0011821202,11.702,13/08/2021 17:35,11.59,Euronext,ING GROEP N.V.,11.59,INGA,INGA.BR,CET,EUR,165500267.5,14124146,Brussels,nan,nan,,,,,,nan,,,,,YHD,,,,,,,No info,
832,17.9,ES0105511002,17.9,08/04/2021 00:00,17.9,Euronext Access,INMARK,17.9,MLINM,MLINM.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
833,1.62,ES0105473005,1.62,06/04/2020 00:00,1.62,Euronext Access,INMOSUPA,1.62,MLISP,MLISP.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
834,2.85,FR0010331421,2.832,13/08/2021 17:35,2.8,Euronext,INNATE PHARMA,2.812,IPH,IPH.PA,CET,EUR,126866.594,44965,Paris,Healthcare,Biotechnology,-0.08972,-0.9082,0.264,-0.26326,-0.03271,none,,12.237,1.92,3.813,PAR,0.107744,-14.867,1.334,1.975,,,2020-12-31,https://logo.clearbit.com/innate-pharma.com
835,9.16,FR0000064297,8.88,13/08/2021 17:35,8.8,Euronext Growth,INNELEC MULTIMEDIA,9.02,ALINN,ALINN.PA,CET,EUR,132120.54,14750,Paris,Technology,Electronics & Computer Distribution,0.022850001,0.05623,0.352,0.01679,0.020350002,none,,120.758,11.781,1.105,PAR,1.499438,6.925,0.158,7.703,,,2021-03-31,https://logo.clearbit.com/corporate.innelec.com
836,0.7,GB00BT9PTW34,0.7,05/09/2016 15:00,0.7,Euronext Access,INNOVADERMA PLC,0.7,MLIDP,MLIDP.PA,CET,EUR,52.5,75,Paris,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
837,1.45,IT0005391161,1.45,29/07/2021 16:30,1.33,Euronext Access,INNOVATIVE RFK SPA,1.33,MLIRF,MLIRF.PA,CET,EUR,13082.18,9746,Paris,Financial Services,Asset Management,-2.22634,-2.1405299,,-2.25533,-0.0175,none,,,,21.811,PAR,,-56.56,125.923,1.047,,,No info,https://logo.clearbit.com/innovative-rfk.it
838,16.216,LU2290522684,16.07,13/08/2021 17:35,15.926,Euronext,INPOST,16.112,INPST,INPST.AS,CET,EUR,3066325.856,190924,Amsterdam,Industrials,Specialty Business Services,0.0,0.0,,0.0,,none,,,,0.023,AMS,,,,-0.399,,,No info,https://logo.clearbit.com/inpost.eu
839,0.386,NO0010593544,0.3705,13/08/2021 16:18,0.362,B?rs,INSR INSURANCE GP,0.362,INSR,INSR.OL,CET,NOK,30902.674,83331,Oslo,Financial Services,Insurance—Property & Casualty,0.12026,-0.03346,-0.615,0.10426,0.028450001,none,,53.632,3.889,1.08,OSL,-0.152637,-5.39,-0.648,0.93,,0.45454547,2021-06-30,https://logo.clearbit.com/insr.io
840,2.24,NO0010762792,2.11,13/08/2021 16:19,2.05,Euronext Growth,INSTABANK,2.24,INSTA,INSTA.OL,CET,NOK,1683598.9,801867,Oslo,Financial Services,Banks—Regional,0.0,0.27504,0.488,0.36729,0.01349,none,,,0.005,,OSL,1.370703,,3.719,1.796,1.624,,2021-03-31,https://logo.clearbit.com/instabank.no
841,478,FR0000060451,478,13/08/2021 16:30,478,Euronext Growth,INSTALLUX,478,ALLUX,ALLUX.PA,CET,EUR,478,1,Paris,Basic Materials,Aluminum,0.14220999,0.06782,0.365,0.10308,0.05856,none,,17.637,144.549,2.199,PAR,,6.266,0.891,353.701,4.268,,2021-06-30,https://logo.clearbit.com/groupe-installux.com
842,1.464,FR0010908723,1.46,13/08/2021 14:48,1.42,Euronext Growth,INTEGRAGEN,1.45,ALINT,ALINT.PA,CET,EUR,4552.982,3183,Paris,Healthcare,Biotechnology,-0.00311,-0.04167,0.043,-0.02833,-0.020469999,none,,92.814,0.771,1.683,PAR,0.474295,-290.584,0.904,0.327,,,2020-12-31,https://logo.clearbit.com/integragen.com
843,43,NO0010955883,43,13/08/2021 09:23,43,Euronext Growth,INTEGRATED WIND SO,43,IWS,IWS.OL,CET,NOK,96062,2234,Oslo,Utilities,Utilities—Renewable,0.0,0.0,,0.0,,none,,,,,OSL,,,,,,,No info,https://logo.clearbit.com/integratedwind.com
844,116,FR0014003FN0,116,10/06/2021 00:00,116,Euronext Access,INTEGRITAS VIAGER,116,MLVIE,MLVIE.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
