,Unnamed: 0,Unnamed: 0.1,Sector,Industry,Name,Symbol,Volume,Market Cap,longName,ebitdaMargins,profitMargins,revenueGrowth,operatingMargins,returnOnAssets,recommendationKey,recommendationMean,debtToEquity,totalCashPerShare,quickRatio,exchange,beta,enterpriseToEbitda,enterpriseToRevenue,bookValue,earningsQuarterlyGrowth,forwardPE,mostRecentQuarter,logo_url
5043,5043,5043,No info,,Newtek Business Services Corp. 5.50% Notes Due 2026,NEWTZ,1422,0.0,Newtek Business Services Corp. 5.50% Notes Due 2026,,,,,,,,,,,NGM,,,,,,,No info,
5044,5044,5044,Energy,Oilfield Services/Equipment,NexTier Oilfield Solutions Inc. Common Stock,NEX,1417629,778858193.0,NexTier Oilfield Solutions Inc.,-0.01854,-0.41030997,-0.636,-0.34479,-0.11858,buy,1.9,74.808,1.26,1.77,NYQ,3.398648,-88.374,1.639,,,,2021-03-31,https://logo.clearbit.com/nextierofs.com
5045,5045,5045,Basic Industries,Precious Metals,Nexa Resources S.A. Common Shares,NEXA,64692,1025074849.0,Nexa Resources S.A.,0.24669,-0.00605,0.364,0.13309,0.0373,hold,3.0,124.821,7.806,1.456,NYQ,1.7570310000000002,4.747,1.171,9.944,,6.5360003,2021-03-31,https://logo.clearbit.com/nexaresources.com
5046,5046,5046,Health Care,Major Pharmaceuticals,NexImmune Inc. Common Stock,NEXI,20103,321091419.0,"NexImmune, Inc.",0.0,0.0,,0.0,,buy,2.0,0.7,5.231,19.383,NGM,,-7.229,,,,,2021-03-31,https://logo.clearbit.com/neximmune.com
5047,5047,5047,Public Utilities,Oil & Gas Production,NextDecade Corporation Common Stock,NEXT,165479,361356276.0,NextDecade Corporation,0.0,0.0,,0.0,-0.046469998,buy,2.4,0.145,0.322,5.348,NCM,-0.082221,-44.99100000000001,,0.418,,-7.6086955,2021-03-31,https://logo.clearbit.com/next-decade.com
5048,5048,5048,Finance,Major Banks,Northfield Bancorp Inc. Common Stock (Delaware),NFBK,123852,850483317.0,"Northfield Bancorp, Inc. (Staten Island, NY)",0.0,0.33657002,1.067,0.48024,0.0096700005,buy,2.5,,2.747,,NMS,0.768478,,8.895,14.604,3.104,14.710526000000002,2021-03-31,https://logo.clearbit.com/enorthfield.com
5049,5049,5049,Public Utilities,Oil/Gas Transmission,New Fortress Energy Inc. Class A Common Stock,NFE,561375,5806162663.0,New Fortress Energy Inc.,0.14179,-0.12325,1.367,0.0537,0.0056,buy,1.7,183.808,0.703,0.449,NMS,1.621176,106.479,15.097,1.629,,17.969696,2021-06-30,https://logo.clearbit.com/newfortressenergy.com
5050,5050,5050,Energy,Oil & Gas Production,National Fuel Gas Company Common Stock,NFG,308065,4809805874.0,National Fuel Gas Company,0.53469,0.053590003,0.122,0.33461,0.048510000000000005,buy,2.3,125.158,0.883,0.85,NYQ,0.731521,8.538,4.565,23.024,,11.678733,2021-03-31,https://logo.clearbit.com/nationalfuel.com
5051,5051,5051,Health Care,Hospital/Nursing Management,New Frontier Health Corporation Ordinary Shares,NFH,133941,1480649604.0,New Frontier Health Corporation,0.1534,-0.17378001,0.022,-0.03469,-0.00349,hold,3.0,46.487,4.867,0.899,NYQ,0.122054,13.812,2.119,,,,2020-12-31,https://logo.clearbit.com/nfh.com.cn
5052,5052,5052,Finance,Finance: Consumer Services,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,NFJ,161880,1477008632.0,"Virtus Dividend, Interest & Premium Strategy Fund",0.0,6.773740299999999,-0.349,0.49479,0.005370000000000001,none,,,0.01,3.502,NYQ,1.094565,,57.007,15.207,1.5419999999999998,,2021-01-31,
5053,5053,5053,Consumer Services,Consumer Electronics/Video Chains,Netflix Inc. Common Stock,NFLX,2176255,228344070537.0,"Netflix, Inc.",0.21635,0.14243001,0.242,0.21169001,0.092889994,buy,2.1,137.684,18.954,1.157,NMS,0.75326,42.652,9.228,29.059,1.4069999999999998,47.094906,2021-03-31,https://logo.clearbit.com/netflix.com
5054,5054,5054,Basic Industries,Precious Metals,Novagold Resources Inc.,NG,655784,2454219724.0,NovaGold Resources Inc.,0.0,0.0,,0.0,-0.05283,buy,2.0,106.621,0.345,71.881,ASE,0.4264020000000001,-156.267,,0.316,,-146.4,2021-02-28,https://logo.clearbit.com/novagold.com
5055,5055,5055,Finance,Business Services,Northern Genesis Acquisition Corp. II Common Stock,NGAB,16551,512842500.0,Northern Genesis Acquisition Corp. II,0.0,0.0,,0.0,,none,,,0.018000000000000002,,NYQ,,,,,,,2021-03-31,https://logo.clearbit.com/northerngenesis.com
5056,5056,5056,Finance,Business Services,NextGen Acquisition Corporation Class A Ordinary Shares,NGAC,208411,461718750.0,NextGen Acquisition Corporation,0.0,0.0,,0.0,,buy,2.0,,0.003,6.692,NCM,,,,,,,2021-03-31,https://logo.clearbit.com/nextgenacq.com
5057,5057,5057,Finance,Business Services,NextGen Acquisition Corporation Units,NGACU,2508,0.0,NextGen Acquisition Corporation,0.0,0.0,,0.0,,none,,,0.003,6.692,NCM,,,,,,,2021-03-31,https://logo.clearbit.com/nextgenacq.com
5058,5058,5058,Capital Goods,Auto Parts:O.E.M.,NextGen Acquisition Corporation Warrants,NGACW,44406,0.0,NextGen Acquisition Corporation,,,,,,,,,,,NMS,,,,,,,No info,
5059,5059,5059,Finance,Business Services,Northern Genesis Acquisition Corp. III Common Stock,NGC,4275,229878000.0,Northern Genesis Acquisition Corp. III,0.0,0.0,,0.0,,none,,,0.055,,NYQ,,,,,,,2021-06-30,https://logo.clearbit.com/northerngenesis.com
5060,5060,5060,Finance,Business Services,NextGen Acquisition Corp. II Class A Ordinary Shares,NGCA,284166,462461184.0,NextGen Acquisition Corp. II,0.0,0.0,,0.0,,none,,,0.024,,NCM,,,,,,,2021-03-31,https://logo.clearbit.com/nextgenacq.com
5061,5061,5061,Finance,Business Services,NextGen Acquisition Corp. II Units,NGCAU,29739,0.0,NextGen Acquisition Corp. II,0.0,0.0,,0.0,,none,,,0.024,,NCM,,,,,,,2021-03-31,https://logo.clearbit.com/nextgenacq.com
5062,5062,5062,Finance,Business Services,NextGen Acquisition Corp. II Warrant,NGCAW,36886,0.0,NextGen Acquisition Corp. II,,,,,,,,,,,NCM,,,,,,,No info,
5063,5063,5063,Basic Industries,Precious Metals,New Gold Inc.,NGD,8391425,823647000.0,New Gold Inc.,0.41772,-0.0539,0.159,0.1548,0.02754,hold,2.7,61.487,0.28,1.887,ASE,1.820512,5.184,2.166,1.235,,8.3125,2021-03-31,https://logo.clearbit.com/newgold.com
5064,5064,5064,Public Utilities,Natural Gas Distribution,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,NGG,171131,47196163957.0,National Grid plc,0.30036,0.11097,-0.001,0.20813,0.02853,strong_buy,1.0,161.062,3.5210000000000004,0.544,NYQ,0.035378,17.046,5.12,27.95,0.193,15.099056,2021-03-31,https://logo.clearbit.com/nationalgridet.com
5065,5065,5065,Basic Industries,Energy Products,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,NGL,4404803,196982787.0,NGL Energy Partners LP,0.07114,-0.12594,0.763,0.017,0.010199999,hold,3.4,267.536,0.019,0.851,NYQ,2.955352,11.038,0.785,4.495,,5.933333,2021-06-30,https://logo.clearbit.com/nglenergypartners.com
5066,5066,5066,No info,,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,NGL^B,30186,,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,,,,,,,,,,,,,,,,,,No info,
5067,5067,5067,No info,,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,NGL^C,3944,,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,,,,,,,,,,,,,,,,,,No info,
5068,5068,5068,Health Care,Major Pharmaceuticals,NGM Biopharmaceuticals Inc. Common Stock,NGM,98870,1757896013.0,"NGM Biopharmaceuticals, Inc.",-1.4192101,-1.4950501,-0.151,-1.49632,-0.19813,buy,2.0,,5.05,8.75,NMS,2.014738,-10.739,15.241,3.967,,-9.997695,2021-06-30,https://logo.clearbit.com/ngmbio.com
5069,5069,5069,Consumer Services,Services-Misc. Amusement & Recreation,NeoGames S.A. Ordinary Shares,NGMS,107670,1137015241.0,NeoGames S.A.,0.48689,0.21223000000000006,0.465,0.2871,,buy,1.7,63.294,2.533,2.311,NGM,,65.861,32.067,,,,2021-03-31,https://logo.clearbit.com/neogames.com
5070,5070,5070,Energy,Metal Fabrications,Natural Gas Services Group Inc. Common Stock,NGS,9779,138559909.0,"Natural Gas Services Group, Inc.",0.31956,-0.03891,0.028,-0.04696,-0.00659,buy,2.0,0.171,2.254,4.63,NYQ,2.122826,5.316,1.699,18.874,,468.0,2021-03-31,https://logo.clearbit.com/ngsgi.com
5071,5071,5071,Consumer Services,Food Chains,Natural Grocers by Vitamin Cottage Inc. Common Stock,NGVC,58704,259441765.0,"Natural Grocers by Vitamin Cottage, Inc.",0.052789997000000005,0.01591,-0.066,0.022939999,0.02261,strong_buy,1.0,318.421,0.928,0.244,NYQ,1.064673,11.627,0.614,5.905,-0.516,15.773334,2021-03-31,https://logo.clearbit.com/naturalgrocers.com
5072,5072,5072,Basic Industries,Industrial Specialties,Ingevity Corporation Common Stock ,NGVT,116678,3328810536.0,Ingevity Corporation,0.32502997,0.14805001,0.111,0.24259001,0.0806,buy,2.1,202.844,5.941,1.837,NYQ,2.20163,10.758,3.497,16.499000000000002,0.075,12.981878,2021-03-31,https://logo.clearbit.com/ingevity.com
5073,5073,5073,Health Care,Managed Health Care,NantHealth Inc. Common Stock,NH,97335,230409312.0,"NantHealth, Inc.",-0.33089,-1.33216,-0.111,-0.40824002,-0.08089,none,,,0.095,0.128,NMS,1.582129,-21.435,7.093,-1.185,,-9.395834,2021-03-31,https://logo.clearbit.com/nanthealth.com
5074,5074,5074,Health Care,Hospital/Nursing Management,National HealthCare Corporation Common Stock,NHC,12142,1156588768.0,National HealthCare Corporation,0.059660003,0.09472,-0.109,0.01573,0.00715,none,,23.037,20.713,1.554,ASE,0.259521,17.987000000000005,1.073,52.44,,169.32558,2021-03-31,https://logo.clearbit.com/nhccare.com
5075,5075,5075,Finance,Investment Managers,NexPoint Strategic Opportunities Fund,NHF,101126,518551676.0,NexPoint Strategic Opportunities Fund,0.0,0.0,,0.0,,none,,,,,NYQ,,,,,,,No info,https://logo.clearbit.com/nexpointadvisors.com
5076,5076,5076,No info,,NexPoint Strategic Opportunities Fund 5.50% Series A Cumulative Preferred Shares,NHF^A,2915,,NexPoint Strategic Opportunities Fund 5.50% Series A Cumulative Preferred Shares,,,,,,,,,,,,,,,,,,No info,
5077,5077,5077,Consumer Services,Real Estate Investment Trusts,National Health Investors Inc. Common Stock,NHI,179431,2886295207.0,"National Health Investors, Inc.",0.91682,0.48738,-0.031,0.6615300000000001,0.04259,hold,3.0,97.913,2.4730000000000003,2.853,NYQ,0.959738,15.251,13.982,33.853,-0.421,16.185406,2021-03-31,https://logo.clearbit.com/nhireit.com
5078,5078,5078,Finance,Trusts Except Educational Religious and Charitable,Neuberger Berman High Yield Strategies Fund,NHS,19699,186578964.0,Neuberger Berman High Yield Strategies Fund Inc.,0.0,3.16512,-0.195,0.8244799999999999,0.031889997,none,,53.527,0.133,0.7709999999999999,NYQ,0.899408,,14.531,11.736,,,2021-04-30,https://logo.clearbit.com/nb.com
5079,5079,5079,Consumer Services,Catalog/Specialty Distribution,Natural Health Trends Corp. Common Stock,NHTC,89312,85897493.0,Natural Health Trends Corp.,0.04507,0.02589,-0.099,0.03857,0.01345,none,,6.131,8.238,4.218,NCM,0.622282,-3.576,-0.161,5.97,,,2021-03-31,https://logo.clearbit.com/naturalhealthtrendscorp.com
5080,5080,5080,Public Utilities,Power Generation,NiSource Inc Common Stock,NI,1301189,9994692404.0,NiSource Inc.,0.36215,0.057540003,0.024,0.21677,0.02812,buy,1.9,141.694,0.197,0.394,NYQ,0.320602,12.525,4.5360000000000005,12.882,,17.531916,2021-06-30,https://logo.clearbit.com/nisource.com
5081,5081,5081,No info,,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,NI^B,37675,,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,,,,,,,,,,,,,,,,,,No info,
5082,5082,5082,Technology,Computer Software: Prepackaged Software,NICE Ltd American Depositary Shares,NICE,100766,16724657007.0,NICE Ltd.,0.25566,0.11975,0.109,0.1476,0.03885,strong_buy,1.5,30.337,24.747,1.7719999999999998,NMS,0.259619,32.093,8.205,41.115,0.13,42.087017,2021-03-31,https://logo.clearbit.com/nice.com
5083,5083,5083,Finance,Finance: Consumer Services,Nicholas Financial Inc. Common Stock,NICK,5264,85381112.0,"Nicholas Financial, Inc.",0.0,0.19516,0.28300000000000003,0.25581,0.03701,none,,80.51,2.857,32.872,NMS,0.457065,,3.719,14.796,-0.18600000000000005,,2021-03-31,https://logo.clearbit.com/nicholasfinancial.com
5084,5084,5084,Finance,Finance Companies,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,NID,37769,698953934.0,Nuveen Intermediate Duration Municipal Term Fund,0.0,2.2281501,,0.82414,,none,,30.388,0.195,8.305,NYQ,0.15008,,26.3,14.069,,,2021-05-31,https://logo.clearbit.com/nuveen.com
5085,5085,5085,Finance,Investment Managers,Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest,NIE,56723,844846343.0,AllianzGI Equity & Convertible Income Fund,0.0,0.0,,0.0,,none,,,,,NYQ,,,,,,,No info,https://logo.clearbit.com/allianzinvestors.com
5086,5086,5086,Finance,Trusts Except Educational Religious and Charitable,Nuveen Select Maturities Municipal Fund Common Stock,NIM,2501,135530003.0,Nuveen Select Maturities Municipal Fund,0.0,2.00765,-0.054000000000000006,0.82649004,0.016929998999999998,none,,0.014,,3.0780000000000003,NYQ,0.189887,,31.252,10.771,,,2021-03-31,https://logo.clearbit.com/nuveen.com
5087,5087,5087,Public Utilities,Power Generation,NiSource Inc Series A Corporate Units,NIMC,2419,0.0,NiSource Inc.,0.36215,0.057540003,0.024,0.21677,0.02812,none,,141.694,0.197,0.394,NYQ,0.320602,31.688,11.476,,,,2021-06-30,https://logo.clearbit.com/nisource.com
5088,5088,5088,Energy,Oilfield Services/Equipment,Nine Energy Service Inc. Common Stock,NINE,553107,57685246.0,"Nine Energy Service, Inc.",-0.13146,-0.32953998,0.609,-0.31033,-0.11812,hold,3.0,,1.057,1.714,NYQ,3.547571,-11.367,1.494,0.447,,-2.2258065,2021-06-30,https://logo.clearbit.com/nineenergyservice.com
5089,5089,5089,Finance,Finance Companies,NIO Inc. American depositary shares each  representing one Class A ordinary share,NIO,39051282,67228398012.0,NIO Inc.,-0.06877,-0.29764998,1.272,-0.10641,-0.0414,buy,2.0,57.409,29.959,2.254,NYQ,2.537354,-18.737,1.288,17.283,,-504.625,2021-06-30,https://logo.clearbit.com/nio.com
5090,5090,5090,Finance,Finance/Investors Services,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest,NIQ,21766,195802303.0,Nuveen Intermediate Duration Quality Municipal Term Fund,0.0,0.0,,0.0,,none,,,,,NYQ,,,,,,,No info,https://logo.clearbit.com/nuveen.com
5091,5091,5091,Capital Goods,Metal Fabrications,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,NISN,32418,182351568.0,"Nisun International Enterprise Development Group Co., Ltd",0.27766,-0.3103,10.37,0.23768999,0.06202000000000001,none,,14.944,1.305,2.143,NCM,0.974913,18.963,5.265,,,,2020-12-31,https://logo.clearbit.com/ir.nisun-nasdaq.com
5092,5092,5092,Capital Goods,Auto Manufacturing,Niu Technologies American Depositary Shares,NIU,1083730,1622369229.0,Niu Technologies,0.09227,0.06875,1.35,0.07244,0.07644,buy,1.7,19.885,12.442,1.215,NGM,0.730885,6.33,0.584,13.145,,27.500002,2021-03-31,https://logo.clearbit.com/niu.com
5093,5093,5093,Public Utilities,Oil/Gas Transmission,NewJersey Resources Corporation Common Stock,NJR,491901,3721384240.0,New Jersey Resources Corporation,0.23129,0.14072,0.254,0.16669,0.038510002,buy,2.2,132.36,0.598,0.768,NYQ,0.536956,13.958,3.228,17.664,1.029,16.358407999999994,2021-03-31,https://logo.clearbit.com/njresources.com
5094,5094,5094,No info,,Innovator Nasdaq-100 Power Buffer ETF - July,NJUL,1947,,Innovator Nasdaq-100 Power Buffer ETF - July,,,,,,,,,,,BTS,,,,,,,No info,
5095,5095,5095,Consumer Non-Durables,Shoe Manufacturing,Nike Inc. Common Stock,NKE,2964080,271802104033.0,"NIKE, Inc.",0.13475001,0.08902001,0.025,0.11401,0.08793,buy,1.9,107.703,7.9289999999999985,1.821,NYQ,0.8538040000000001,40.589,5.47,7.551,0.711,41.279186,2021-02-28,https://logo.clearbit.com/nike.com
5096,5096,5096,Finance,Finance/Investors Services,Nuveen Georgia Quality Municipal Income Fund ,NKG,6012,143749335.0,Nuveen Georgia Quality Municipal Income Fund,0.0,1.3098199,-0.034,0.80551004,0.01732,none,,52.06399999999999,0.138,5.724,NYQ,0.173211,,28.44,14.380999999999998,2.117,,2021-05-31,https://logo.clearbit.com/nuveen.com
5097,5097,5097,Capital Goods,Construction/Ag Equipment/Trucks,Nikola Corporation Common Stock,NKLA,17614487,3795358952.0,Nikola Corporation,0.0,0.0,,-12349.0,-0.46012002,hold,2.7,1.619,1.939,10.761,NMS,,-13.479,164120.92,,,,2021-03-31,https://logo.clearbit.com/nikolamotor.com
5098,5098,5098,Finance,Major Banks,National Bankshares Inc. Common Stock,NKSH,6624,239274849.0,"National Bankshares, Inc.",0.0,0.3732,0.095,0.45329,0.0116799995,buy,2.0,,23.821,,NCM,0.530434,,1.489,29.915,0.198,14.380227,2021-03-31,https://logo.clearbit.com/nationalbankshares.com
5099,5099,5099,Health Care,Major Pharmaceuticals,Nektar Therapeutics  Common Stock,NKTR,747845,2626522592.0,Nektar Therapeutics,0.0,0.0,-0.532,-3.1818,-0.14982,buy,2.2,15.115,5.69,8.626,NMS,1.507608,-5.5520000000000005,17.082,5.456,,-6.9735684,2021-03-31,https://logo.clearbit.com/nektar.com
5100,5100,5100,Health Care,Major Pharmaceuticals,Nkarta Inc. Common Stock,NKTX,127366,1235440782.0,"Nkarta, Inc.",0.0,0.0,,0.0,-0.20985001,buy,1.7,4.061,9.118,31.996,NMS,,-9.625,,,,,2021-03-31,https://logo.clearbit.com/nkartatx.com
5101,5101,5101,Finance,Finance/Investors Services,Nuveen California AMT-Free Quality Municipal Income Fund,NKX,58826,778383071.0,Nuveen California AMT-Free Quality Municipal Income Fund,0.0,-0.15095999999999998,-0.045,0.7652899999999999,0.01712,none,,57.645,0.018000000000000002,0.639,NYQ,0.246906,,27.259,16.480999999999998,-0.8270000000000001,,2021-02-28,https://logo.clearbit.com/nuveen.com
5102,5102,5102,Capital Goods,Metal Fabrications,NL Industries Inc. Common Stock,NL,51155,302576951.0,"NL Industries, Inc.",0.07186000000000001,0.22028999,0.112,0.03948,0.005310000400000001,underperform,4.0,0.14400000000000002,2.763,6.1110000000000015,NYQ,1.353804,28.89,2.076,6.658,5.941,7.635293499999999,2021-03-31,https://logo.clearbit.com/nl-ind.com
5103,5103,5103,No info,,Northern Lights Acquisition Corp. Units,NLITU,5,0.0,Northern Lights Acquisition Corp.,0.0,0.0,,0.0,,none,,1.855,0.063,,NCM,,,,,,,2021-06-30,
5104,5104,5104,Technology,Computer Software: Prepackaged Software,NortonLifeLock Inc. Common Stock,NLOK,4477617,15281547472.0,NortonLifeLock Inc.,0.47119,0.21716999,0.094,0.42453998,0.09604,buy,2.1,,1.64,0.5589999999999999,NMS,1.046195,15.419,7.265,,-0.16,,2021-04-02,https://logo.clearbit.com/nortonLifeLock.com
5105,5105,5105,Consumer Non-Durables,Recreational Products/Toys,Nautilus Inc. Common Stock,NLS,1290090,381994145.0,"Nautilus, Inc.",0.19532,0.10831001,0.8170000000000001,0.17822000000000002,0.22855,buy,2.2,23.218000000000004,3.0580000000000003,1.4509999999999998,NYQ,1.6679529999999998,4.314,0.843,5.051,7.297999999999999,5.7379675,2020-12-31,https://logo.clearbit.com/nautilusinc.com
5106,5106,5106,Miscellaneous,Business Services,Nielsen N.V. Ordinary Shares,NLSN,1519547,8255991428.0,Nielsen Holdings plc,0.19173001,0.092700005,0.025,0.13675,0.04137,buy,2.3,220.252,3.339,1.117,NYQ,1.456521,12.442,2.386,8.304,,12.180233,2021-03-31,https://logo.clearbit.com/nielsen.com
5107,5107,5107,Health Care,Major Pharmaceuticals,NLS Pharmaceutics Ltd. Ordinary Shares,NLSP,104168,28481247.0,NLS Pharmaceutics AG,0.0,0.0,,0.0,-1.5063901000000002,buy,2.0,,0.008,0.025,NCM,,,,,,,2020-12-31,https://logo.clearbit.com/nlspharma.com
5108,5108,5108,Health Care,Major Pharmaceuticals,NLS Pharmaceutics Ltd. Warrant,NLSPW,85,0.0,NLS Pharmaceutics AG,,,,,,,,,,,NCM,,,,,,,No info,
5109,5109,5109,Health Care,Major Pharmaceuticals,Neoleukin Therapeutics Inc. Common Stock,NLTX,114939,288914734.0,"Neoleukin Therapeutics, Inc.",0.0,0.0,,0.0,-0.16788,strong_buy,1.5,7.726,4.213,21.374,NGM,1.009239,-4.859,,2.376,,-6.275,2021-03-31,https://logo.clearbit.com/neoleukin.com
5110,5110,5110,Consumer Services,Real Estate Investment Trusts,Annaly Capital Management Inc Common Stock,NLY,17680130,12464076655.0,"Annaly Capital Management, Inc.",0.0,0.88445,,0.95456004,0.038110003,buy,2.2,481.534,0.246,0.119,NYQ,1.301775,,21.002,8.952,,8.028037,2021-06-30,https://logo.clearbit.com/annaly.com
5111,5111,5111,No info,,Annaly Capital Management Inc 6.95% Series F,NLY^F,48451,,Annaly Capital Management Inc 6.95% Series F,,,,,,,,,,,,,,,,,,No info,
5112,5112,5112,No info,,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NLY^G,26657,,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,,,,,,,,,,,,,,,,No info,
5113,5113,5113,No info,,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NLY^I,25000,,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,,,,,,,,,,,,,,,,No info,
5114,5114,5114,Finance,Business Services,Navios Maritime Holdings Inc. Common Stock,NM,567319,56911489.0,Navios Maritime Holdings Inc.,0.31091,-0.31524,0.284,0.15455,0.02118,strong_buy,1.5,,3.784,0.109,NYQ,2.040261,14.017,4.3580000000000005,-9.104,,0.96101695,2021-03-31,https://logo.clearbit.com/navios.com
5115,5115,5115,No info,,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands),NM^G,2532,,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands),,,,,,,,,,,,,,,,,,No info,
5116,5116,5116,No info,,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%,NM^H,3553,,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%,,,,,,,,,,,,,,,,,,No info,
5117,5117,5117,Finance,Finance/Investors Services,Nuveen Municipal Credit Opportunities Fund Common Shares,NMCO,129771,848687954.0,Nuveen Municipal Credit Opportunities Fund,0.0,3.83821,0.225,0.80661005,,none,,58.91,0.16399999999999998,2.94,NYQ,,,21.329,15.079,,,2021-04-30,
5118,5118,5118,Finance,Finance/Investors Services,New Mountain Finance Corporation Common Stock,NMFC,173073,1311151548.0,New Mountain Finance Corporation,0.0,1.05121,0.009000000000000001,0.71128,0.038900003,buy,2.2,138.556,0.287,1.194,NGM,1.468531,,11.518,12.851,-0.009000000000000001,11.0737705,2021-06-30,https://logo.clearbit.com/newmountainfinance.com
5119,5119,5119,No info,,Nouveau Monde Graphite Inc. Common Shares,NMG,84266,323218238.0,Nouveau Monde Graphite Inc.,0.0,0.0,,0.0,-0.22091,none,,21.676,1.839,6.931,NYQ,1.90196,-7.667999999999998,,,,,2021-06-30,https://logo.clearbit.com/nouveaumonde.group
5120,5120,5120,Finance,Trusts Except Educational Religious and Charitable,Nuveen Municipal Income Fund Inc. Common Stock,NMI,12380,114942492.0,"Nuveen Municipal Income Fund, Inc.",0.0,2.47559,-0.015,0.82658,0.02234,none,,,0.07,5.537000000000001,NYQ,0.010758,,25.193,11.081,,,2021-04-30,https://logo.clearbit.com/nuveen.com
5121,5121,5121,Finance,Property-Casualty Insurers,NMI Holdings Inc. Class A Common Stock,NMIH,167570,1948148272.0,"NMI Holdings, Inc.",0.5816,0.37699002,0.07,0.5585399999999999,0.08607000000000001,buy,1.8,28.517,1.297,0.5660000000000001,NGM,1.716304,8.788,5.1110000000000015,16.125,-0.092,6.764526400000001,2021-03-31,https://logo.clearbit.com/nationalmi.com
5122,5122,5122,No info,,Niagara Mohawk Holdings Inc. Preferred Stock,NMK^C,13,,Niagara Mohawk Holdings Inc. Preferred Stock,,,,,,,,,,,,,,,,,,No info,
5123,5123,5123,Finance,Finance/Investors Services,Neuberger Berman MLP and Energy Income Fund Inc. Common Stock,NML,70250,274795801.0,Neuberger Berman MLP and Energy Income Fund Inc.,0.0,0.0,,0.0,,none,,,,,NYQ,,,,,,,No info,
5124,5124,5124,Transportation,Marine Transportation,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,NMM,365251,582563106.0,Navios Maritime Partners L.P.,0.40901002,0.32143003,0.4,0.18279,0.0174,buy,2.0,71.657,1.867,0.457,NYQ,2.701086,13.144,5.376,49.114,,2.688027,2021-03-31,https://logo.clearbit.com/navios-mlp.com
5125,5125,5125,Finance,Finance: Consumer Services,North Mountain Merger Corp. Class A Common Stock,NMMC,2482,161179688.0,North Mountain Merger Corp.,0.0,0.0,,0.0,,none,,,0.049,7.818,NCM,,,,,,,2021-03-31,https://logo.clearbit.com/nmmergercorp.com
5126,5126,5126,Finance,Finance: Consumer Services,North Mountain Merger Corp. Warrant,NMMCW,7700,0.0,North Mountain Merger Corp.,,,,,,,,,,,NCM,,,,,,,No info,
5127,5127,5127,Finance,Investment Bankers/Brokers/Service,Nomura Holdings Inc ADR American Depositary Shares,NMR,217851,15499396344.0,"Nomura Holdings, Inc.",0.0,0.04542,-0.233,0.17155,0.00159,none,,856.812,6397.48,2.061,NYQ,0.8641969999999999,,3.732,879.791,-0.66,,2021-06-30,https://logo.clearbit.com/nomura.com
5128,5128,5128,Health Care,Medical Specialities,Nemaura Medical Inc. Common Stock,NMRD,31948,160942746.0,Nemaura Medical Inc.,0.0,0.0,,0.0,-0.28746998,buy,2.0,51.402,0.652,3.438,NCM,-0.11583,-21.909,,0.45,,-24.037035,2020-12-31,https://logo.clearbit.com/nemauramedical.com
5129,5129,5129,Finance,Real Estate,Newmark Group Inc. Class A Common Stock,NMRK,841625,2385903216.0,"Newmark Group, Inc.",0.15849000000000002,0.05454,0.041,0.10176,0.03105,buy,2.0,199.377,0.7959999999999999,0.379,NMS,1.903623,14.671,2.325,3.737,3.0460000000000003,9.047619,2021-03-31,https://logo.clearbit.com/ngkf.com
