,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a,Setor,Subsetor,Nome,Ticker,Data_ultimo_balanco
476,CPFP4,44.0,5.07,5.22,0.453,"0,00%",0.357,-223.16,3.35,-0.51,5.81,4.96,"13,53%","8,94%",0.99,"12,69%","103,01%",0.0,447732000.0,4.68,"20,27%",Energia Elétrica,Energia Elétrica,CPFL - PIRATININGA,CPFP4.SA,30/06/2021
477,CPLE11,32.59,5.07,0.88,0.882,"0,00%",0.376,58.58,4.39,-1.07,6.4,5.18,"20,09%","17,82%",1.03,"9,29%","17,45%",13939800.0,20171700000.0,0.48,"11,65%",Energia Elétrica,Energia Elétrica,COPEL,CPLE11.SA,30/06/2021
478,TAEE4,13.37,5.09,2.17,3.518,"11,23%",0.91,12.21,4.73,-2.11,6.81,6.77,"74,37%","69,11%",2.01,"20,29%","42,56%",2908480.0,6378770000.0,1.07,"36,60%",Energia Elétrica,Energia Elétrica,TAESA,TAEE4.SA,30/06/2021
479,TAEE11,40.49,5.14,2.19,3.551,"11,13%",0.919,12.32,4.78,-2.13,6.86,6.81,"74,37%","69,11%",2.01,"20,29%","42,56%",72762300.0,6378770000.0,1.07,"36,60%",Energia Elétrica,Energia Elétrica,TAESA,TAEE11.SA,30/06/2021
480,TAEE3,13.5,5.14,2.19,3.552,"11,12%",0.919,12.32,4.78,-2.13,6.86,6.82,"74,37%","69,11%",2.01,"20,29%","42,56%",1274960.0,6378770000.0,1.07,"36,60%",Energia Elétrica,Energia Elétrica,TAESA,TAEE3.SA,30/06/2021
481,ENAT3,13.35,5.16,1.07,3.769,"1,45%",0.631,2.16,12.56,34.01,8.88,3.34,"30,00%","73,01%",3.15,"8,03%","20,67%",37767900.0,3325960000.0,0.3,"26,65%","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",ENAUTA PART,ENAT3.SA,30/06/2021
482,CPLE6,6.71,5.22,0.91,0.908,"14,43%",0.388,60.3,4.52,-1.1,6.53,5.29,"20,09%","17,82%",1.03,"9,29%","17,45%",53469200.0,20171700000.0,0.48,"11,65%",Energia Elétrica,Energia Elétrica,COPEL,CPLE6.SA,30/06/2021
483,ENGI4,7.19,5.22,1.59,0.574,"4,87%",0.272,5.46,3.34,-0.49,7.14,5.43,"17,21%","12,05%",1.25,"9,38%","30,52%",181171.0,8190540000.0,2.32,"15,74%",Energia Elétrica,Energia Elétrica,ENERGISA,ENGI4.SA,30/06/2021
484,PLPL3,3.91,5.31,2.76,0.694,"5,01%",0.698,0.86,2.34,3.44,2.63,2.45,"29,63%","13,08%",6.95,"41,15%","52,04%",9152500.0,289145000.0,1.19,"0,00%",Construção Civil,Incorporações,PLANOEPLANO,PLPL3.SA,30/06/2021
485,JHSF3,6.88,5.33,1.11,2.626,"4,04%",0.588,2.74,4.33,-4.02,4.9,4.72,"60,67%","48,83%",3.14,"16,24%","20,76%",34978900.0,4262310000.0,0.43,"48,11%",Construção Civil,Incorporações,JHSF Part,JHSF3.SA,30/06/2021
486,ALUP3,8.18,5.34,1.13,1.052,"3,42%",0.299,4.26,1.59,-0.71,3.28,3.2,"66,07%","41,22%",1.76,"20,38%","21,13%",163821.0,6372350000.0,1.46,"51,70%",Energia Elétrica,Energia Elétrica,ALUPAR,ALUP3.SA,30/06/2021
487,BBAS3,29.71,5.36,0.63,0.0,"6,80%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","11,73%",370796000.0,135444000000.0,0.0,"0,79%",Intermediários Financeiros,Bancos,BANCO DO BRASIL S.A.,BBAS3.SA,30/06/2021
488,GOAU4,12.79,5.38,1.04,0.227,"5,71%",0.203,0.74,1.18,-16.23,1.92,1.58,"19,17%","12,55%",2.72,"21,61%","19,37%",133009000.0,13341100000.0,1.18,"10,70%",Siderurgia e Metalurgia,Siderurgia,METALÚRGICA GERDAU,GOAU4.SA,30/06/2021
489,NEOE3,17.04,5.42,0.92,0.552,"3,08%",0.277,6.92,2.88,-0.57,6.67,5.33,"19,18%","10,57%",1.24,"10,71%","16,99%",34393400.0,22471000000.0,1.39,"20,68%",Energia Elétrica,Energia Elétrica,NEOENERGIA,NEOE3.SA,30/06/2021
490,EPAR3,14.52,5.43,3.97,0.317,"0,00%",1.044,6.48,5.81,-7.5,5.87,4.5,"5,44%","5,83%",1.37,"24,99%","73,21%",80201.6,54310000.0,0.72,"43,17%",Comércio,Material de Transporte,EMBPAR S/A,EPAR3.SA,30/06/2021
491,ALUP11,24.98,5.44,1.15,1.071,"3,36%",0.304,4.33,1.62,-0.72,3.31,3.23,"66,07%","41,22%",1.76,"20,38%","21,13%",22446200.0,6372350000.0,1.46,"51,70%",Energia Elétrica,Energia Elétrica,ALUPAR,ALUP11.SA,30/06/2021
492,ALUP4,8.39,5.48,1.16,1.079,"3,34%",0.306,4.36,1.63,-0.72,3.32,3.24,"66,07%","41,22%",1.76,"20,38%","21,13%",224731.0,6372350000.0,1.46,"51,70%",Energia Elétrica,Energia Elétrica,ALUPAR,ALUP4.SA,30/06/2021
493,BRSR6,12.1,5.53,0.57,0.0,"6,24%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","10,34%",20337400.0,8652150000.0,0.0,"10,19%",Intermediários Financeiros,Bancos,BANRISUL S/A,BRSR6.SA,30/06/2021
494,BMEB4,18.95,5.58,0.93,0.0,"6,86%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","16,67%",112602.0,1067480000.0,0.0,"14,99%",Intermediários Financeiros,Bancos,BANCO MERCANTIL DO BRASIL S/A,BMEB4.SA,30/06/2021
495,CSMG3,14.2,5.59,0.79,0.958,"20,03%",0.454,9.59,3.73,-1.82,5.51,3.77,"25,72%","17,15%",1.36,"13,42%","14,21%",27439700.0,6800330000.0,0.51,"8,15%",Água e Saneamento,Água e Saneamento,COPASA MG,CSMG3.SA,30/06/2021
496,BPIA3,6.1,5.64,1.06,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","18,84%",0.0,77395000.0,0.0,"13,41%",Intermediários Financeiros,Bancos,BEP,BPIA3.SA,30/09/2008
497,DSUL3,7.95,5.65,0.97,0.879,"0,00%",0.721,1.93,2.37,2.7,1.27,1.27,"37,13%","16,02%",3.5,"48,91%","17,25%",0.0,236447000.0,0.01,"36,69%",Programas e Serviços,Programas e Serviços,DATASUL,DSUL3.SA,30/06/2008
498,VALE3,97.55,5.66,2.47,1.753,"9,07%",1.066,9.31,2.89,-3.56,2.9,2.64,"60,67%","30,41%",1.77,"44,97%","43,71%",2468590000.0,208437000000.0,0.33,"27,55%",Mineração,Minerais Metálicos,VALE,VALE3.SA,30/06/2021
499,SAPR3,3.89,5.68,0.8,1.199,"4,73%",0.424,7.74,3.16,-1.29,4.8,3.99,"37,89%","21,09%",1.62,"14,65%","14,15%",3499700.0,7310300000.0,0.55,"8,28%",Água e Saneamento,Água e Saneamento,SANEPAR,SAPR3.SA,30/06/2021
500,RNPT4,31.81,5.74,0.39,0.467,"0,00%",0.379,57.01,56.1,57.01,56.05,56.05,"0,83%","8,13%",1.38,"0,68%","6,72%",0.0,63944000.0,0.0,"4,85%",Intermediários Financeiros,Bancos,RENNER PARTICIPAÇÕES S/A,RNPT4.SA,31/03/2009
501,RNPT3,31.87,5.75,0.39,0.468,"0,00%",0.38,57.12,56.21,57.12,56.15,56.15,"0,83%","8,13%",1.38,"0,68%","6,72%",0.0,63944000.0,0.0,"4,85%",Intermediários Financeiros,Bancos,RENNER PARTICIPAÇÕES S/A,RNPT3.SA,31/03/2009
502,POSI3,12.28,5.75,1.59,0.614,"2,78%",0.557,1.74,9.32,3.53,11.04,8.75,"6,59%","10,84%",1.66,"9,81%","27,56%",87572300.0,1098110000.0,0.74,"10,07%",Computadores e Equipamentos,Computadores e Equipamentos,POSITIVO INF,POSI3.SA,30/06/2021
503,GGBR4,27.65,5.8,1.32,0.775,"4,92%",0.711,2.74,4.04,-19.51,4.9,4.04,"19,19%","13,47%",2.58,"21,65%","22,84%",410161000.0,35913600000.0,0.44,"10,70%",Siderurgia e Metalurgia,Siderurgia,GERDAU S.A.,GGBR4.SA,30/06/2021
504,TRPL3,31.0,5.8,1.45,5.142,"11,18%",0.733,9.73,5.1,-2.2,6.36,6.33,"100,79%","88,92%",2.05,"15,42%","24,93%",79447.3,14132600000.0,0.48,"-10,10%",Energia Elétrica,Energia Elétrica,TRANSMISSÃO PAULISTA,TRPL3.SA,30/06/2021
505,JBSS3,31.71,5.86,1.9,0.259,"6,36%",0.462,3.59,3.78,-1.35,6.3,4.5,"6,86%","4,42%",1.48,"16,36%","32,41%",335616000.0,41898200000.0,1.7,"17,37%",Alimentos Processados,Carnes e Derivados,JBS,JBSS3.SA,30/06/2021
506,CLSC3,93.69,5.89,1.58,0.372,"3,38%",0.304,2.35,4.74,-0.67,5.82,4.39,"7,85%","6,31%",1.57,"7,83%","26,85%",2961.09,2283950000.0,0.84,"9,35%",Energia Elétrica,Energia Elétrica,CELESC,CLSC3.SA,30/06/2021
507,CGRA3,38.5,5.92,1.09,1.4,"5,03%",0.791,2.6,8.69,3.63,7.37,6.19,"16,11%","23,65%",2.64,"11,69%","18,34%",84621.4,695229000.0,0.0,"6,55%",Comércio,"Tecidos, Vestuário e Calçados",GRAZZIOTIN,CGRA3.SA,30/06/2021
508,CGRA4,38.79,5.96,1.09,1.41,"4,99%",0.797,2.62,8.75,3.66,7.43,6.24,"16,11%","23,65%",2.64,"11,69%","18,34%",577829.0,695229000.0,0.0,"6,55%",Comércio,"Tecidos, Vestuário e Calçados",GRAZZIOTIN,CGRA4.SA,30/06/2021
509,SAPR11,20.53,6.0,0.85,1.265,"4,84%",0.447,8.17,3.34,-1.36,4.98,4.14,"37,89%","21,09%",1.62,"14,65%","14,15%",39117700.0,7310300000.0,0.55,"8,28%",Água e Saneamento,Água e Saneamento,SANEPAR,SAPR11.SA,30/06/2021
510,BRSR3,13.21,6.04,0.62,0.0,"5,72%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","10,34%",120654.0,8652150000.0,0.0,"10,19%",Intermediários Financeiros,Bancos,BANRISUL S/A,BRSR3.SA,30/06/2021
511,ENBR3,18.41,6.07,1.07,0.683,"5,43%",0.352,34.4,3.29,-0.9,5.64,4.69,"20,76%","12,51%",1.04,"11,90%","17,54%",48002700.0,10487500000.0,0.92,"10,99%",Energia Elétrica,Energia Elétrica,EDP ENERGIAS DO BRASIL S/A,ENBR3.SA,30/06/2021
512,SAPR4,4.19,6.12,0.87,1.291,"4,83%",0.457,8.33,3.41,-1.39,5.05,4.2,"37,89%","21,09%",1.62,"14,65%","14,15%",16855100.0,7310300000.0,0.55,"8,28%",Água e Saneamento,Água e Saneamento,SANEPAR,SAPR4.SA,30/06/2021
513,CESP5,31.12,6.23,1.44,4.964,"8,34%",0.724,42.19,19.59,-1.68,22.2,12.66,"25,34%","79,62%",1.35,"3,87%","23,09%",28612.6,7081490000.0,0.27,"8,99%",Energia Elétrica,Energia Elétrica,CESP CIA ENERGETICA SAO PAULO,CESP5.SA,30/06/2021
514,VVAR4,4.84,6.25,1.23,0.236,"0,00%",0.231,-10.76,3.01,-0.93,5.8,4.26,"7,86%","3,79%",0.96,"10,58%","19,63%",0.0,6306000000.0,1.51,"6,66%",Comércio,Eletrodomésticos,VIA,VVAR4.SA,30/06/2021
515,HBTS5,62.0,6.25,1.48,2.443,"0,26%",0.41,-3.06,4.16,-0.7,4.16,4.13,"58,80%","39,08%",0.51,"10,55%","23,72%",41714.1,381872000.0,0.21,"33,36%",Exploração de Imóveis,Exploração de Imóveis,CIA HABITASUL,HBTS5.SA,30/06/2021
516,VVAR11,14.58,6.27,1.23,0.237,"0,00%",0.232,-10.8,3.02,-0.93,5.81,4.27,"7,86%","3,79%",0.96,"10,58%","19,63%",0.0,6306000000.0,1.51,"6,66%",Comércio,Eletrodomésticos,VIA,VVAR11.SA,30/06/2021
517,COCE6,35.0,6.3,0.8,0.423,"0,00%",0.267,-374.26,5.2,-0.68,10.41,6.29,"8,13%","6,71%",1.0,"5,98%","12,70%",0.0,3406300000.0,0.9,"10,01%",Energia Elétrica,Energia Elétrica,CIA ENERG CEARA - COELCE,COCE6.SA,30/06/2021
518,CMIG3,15.85,6.32,1.35,0.969,"5,92%",0.499,5.02,5.24,-1.41,6.65,5.58,"18,49%","15,33%",1.56,"11,30%","21,40%",6256720.0,19841100000.0,0.67,"8,20%",Energia Elétrica,Energia Elétrica,CEMIG,CMIG3.SA,30/06/2021
519,MTSA4,36.0,6.33,1.1,0.707,"4,98%",0.794,1.51,5.4,1.6,4.98,4.37,"13,08%","11,16%",3.13,"18,75%","17,32%",152018.0,299919000.0,0.14,"18,33%",Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas,METISA,MTSA4.SA,30/06/2021
520,ENGI11,44.25,6.42,1.96,0.707,"3,95%",0.334,6.72,4.11,-0.6,7.91,6.01,"17,21%","12,05%",1.25,"9,38%","30,52%",71687700.0,8190540000.0,2.32,"15,74%",Energia Elétrica,Energia Elétrica,ENERGISA,ENGI11.SA,30/06/2021
521,SUZB3,56.85,6.43,5.34,2.262,"0,00%",0.749,5.37,6.72,-1.16,11.71,7.33,"33,66%","35,18%",2.95,"12,84%","83,05%",377185000.0,14488400000.0,4.73,"41,16%",Madeira e Papel,Papel e Celulose,Suzano Papel,SUZB3.SA,30/06/2021
522,CTSA8,1.0,6.47,0.37,0.195,"0,00%",0.155,8.67,5.68,-1.17,15.59,9.48,"3,43%","3,01%",1.04,"3,46%","5,72%",0.0,300760000.0,0.72,"7,69%","Tecidos, Vestuário e Calçados",Fios e Tecidos,SANTANENSED,CTSA8.SA,30/06/2021
523,CSRN5,17.0,6.48,2.14,0.906,"11,84%",0.589,11.2,5.05,-1.2,7.75,6.43,"17,93%","13,97%",1.29,"13,20%","33,04%",18938.8,1334000000.0,1.35,"11,28%",Energia Elétrica,Energia Elétrica,COSERN,CSRN5.SA,30/06/2021
524,GEPA3,35.0,6.49,1.72,2.566,"10,00%",0.81,-8.53,2.85,-1.97,3.86,3.53,"90,12%","39,52%",0.55,"35,05%","26,47%",5972.52,1922640000.0,0.78,"-1,47%",Energia Elétrica,Energia Elétrica,"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA",GEPA3.SA,30/06/2021
525,GEPA4,35.18,6.53,1.73,2.58,"9,95%",0.814,-8.58,2.86,-1.98,3.88,3.54,"90,12%","39,52%",0.55,"35,05%","26,47%",110845.0,1922640000.0,0.78,"-1,47%",Energia Elétrica,Energia Elétrica,"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA",GEPA4.SA,30/06/2021
526,HGTX4,9.6,6.56,0.98,1.181,"0,00%",0.692,1.91,15.68,2.5,15.6,8.33,"7,53%","18,01%",2.73,"5,76%","14,96%",0.0,1589850000.0,0.12,"-5,05%","Tecidos, Vestuário e Calçados",Vestuário,CIA HERING,HGTX4.SA,30/06/2021
527,SULA4,9.52,6.56,1.51,0.639,"4,11%",0.437,1.15,25.0,-17.47,-5.72,-4.52,"2,56%","9,74%",2.25,"4,50%","23,06%",388887.0,8034060000.0,0.26,"3,75%",Previdência e Seguros,Seguradoras,Sul America,SULA4.SA,30/06/2021
528,CAMB3,4.7,6.58,2.09,1.127,"0,00%",0.742,161.37,9.45,-2.49,12.38,9.56,"11,92%","17,13%",1.01,"8,32%","31,73%",367850.0,95140000.0,0.68,"-11,57%","Tecidos, Vestuário e Calçados",Calçados,PENALTY,CAMB3.SA,30/06/2021
529,CIQU4,12.49,6.63,1.05,0.413,"0,00%",0.515,3.33,4.25,7.55,7.5,5.23,"9,72%","6,22%",1.36,"12,70%","15,87%",0.0,296175000.0,0.84,"16,23%",Not found,Not found,CACIQUE,CIQU4.SA,30/09/2014
530,CIQU3,12.49,6.63,1.05,0.413,"0,00%",0.515,3.33,4.25,7.55,7.5,5.23,"9,72%","6,22%",1.36,"12,70%","15,87%",0.0,296175000.0,0.84,"16,23%",Not found,Not found,CACIQUE,CIQU3.SA,30/09/2014
531,PATI4,71.0,6.66,2.19,0.745,"2,55%",0.98,1.71,4.33,3.29,4.81,4.69,"17,20%","11,18%",3.06,"36,95%","32,87%",7676.8,775720000.0,0.74,"26,26%",Siderurgia e Metalurgia,Artefatos de Ferro e Aço,PANATLANTICA,PATI4.SA,30/06/2021
532,BGIP3,35.0,6.72,1.0,0.0,"3,23%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","14,87%",9735.61,535142000.0,0.0,"4,08%",Intermediários Financeiros,Bancos,BANESE,BGIP3.SA,30/06/2021
533,SULA11,29.65,6.81,1.57,0.664,"3,95%",0.454,1.19,25.96,-18.14,-4.77,-3.76,"2,56%","9,74%",2.25,"4,50%","23,06%",93072200.0,8034060000.0,0.26,"3,75%",Previdência e Seguros,Seguradoras,Sul America,SULA11.SA,30/06/2021
534,DEXP4,11.05,6.89,2.68,0.782,"0,00%",0.945,4.28,7.53,-18.49,8.62,7.27,"10,39%","13,39%",1.73,"14,11%","38,83%",140399.0,388107000.0,0.52,"29,18%",Químicos,Petroquímicos,DEXXOS PAR,DEXP4.SA,30/06/2021
535,RNEW4,2.94,6.89,-0.35,3.096,"0,00%",0.112,0.65,-4.1,-0.13,-24.78,-27.4,"-75,60%","44,91%",1.58,"-3,23%","-5,06%",2208470.0,-844112000.0,-2.18,"-49,87%",Energia Elétrica,Energia Elétrica,RENOVA,RNEW4.SA,30/06/2021
536,CALI4,50.0,6.92,2.98,0.293,"0,00%",0.138,0.45,9.48,-0.3,26.16,23.12,"3,09%","4,23%",2.6,"1,68%","43,09%",0.0,6241000.0,7.1,"28,05%",Construção Civil,Incorporações,CAL S/A,CALI4.SA,30/06/2021
537,BMEB3,23.54,6.93,1.16,0.0,"5,02%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","16,67%",35707.0,1067480000.0,0.0,"14,99%",Intermediários Financeiros,Bancos,BANCO MERCANTIL DO BRASIL S/A,BMEB3.SA,30/06/2021
538,BRDT3,26.1,6.98,2.58,0.302,"7,62%",1.065,3.42,9.56,-13.04,11.7,9.99,"3,16%","4,33%",2.6,"13,34%","37,00%",418169000.0,11775000000.0,0.78,"1,48%","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",PETROBRAS BR,BRDT3.SA,30/06/2021
539,BEES3,4.93,7.04,0.87,0.0,"5,03%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","12,40%",221098.0,1784820000.0,0.0,"5,46%",Intermediários Financeiros,Bancos,BANESTES S/A,BEES3.SA,30/06/2021
540,CSRN3,18.5,7.06,2.33,0.986,"9,89%",0.641,12.19,5.5,-1.31,8.19,6.8,"17,93%","13,97%",1.29,"13,20%","33,04%",31164.2,1334000000.0,1.35,"11,28%",Energia Elétrica,Energia Elétrica,COSERN,CSRN3.SA,30/06/2021
541,BMGB4,3.96,7.13,0.57,0.0,"4,57%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","8,00%",6913450.0,4052510000.0,0.0,"26,62%",Intermediários Financeiros,Bancos,BANCO BMG,BMGB4.SA,30/06/2021
542,CEEB3,41.85,7.18,1.87,0.85,"11,01%",0.484,-75.65,4.55,-0.91,7.91,6.28,"18,66%","11,84%",0.97,"11,74%","25,99%",112602.0,5879000000.0,1.54,"13,35%",Energia Elétrica,Energia Elétrica,COELBA,CEEB3.SA,30/06/2021
543,SULA3,10.65,7.34,1.69,0.715,"3,67%",0.489,1.28,27.97,-19.55,-2.75,-2.17,"2,56%","9,74%",2.25,"4,50%","23,06%",256683.0,8034060000.0,0.26,"3,75%",Previdência e Seguros,Seguradoras,Sul America,SULA3.SA,30/06/2021
544,PFRM3,5.85,7.35,0.67,0.123,"0,00%",0.184,0.86,3.04,6.35,5.34,3.65,"4,05%","1,74%",1.48,"8,92%","9,05%",2493150.0,1088960000.0,0.74,"9,89%",Comércio e Distribuição,Medicamentos e Outros Produtos,PROFARMA,PFRM3.SA,30/06/2021
545,MOAR3,392.02,7.38,3.32,43.742,"3,16%",2.155,11.73,-130.87,-29.09,-126.67,-129.56,"-33,42%","592,49%",2.98,"-2,20%","44,94%",774981.0,1447570000.0,0.28,"76,57%",Holdings Diversificadas,Holdings Diversificadas,MONTEIRO ARANHA,MOAR3.SA,30/06/2021
546,CPFE3,28.05,7.42,2.14,0.946,"5,35%",0.576,-31.49,5.13,-1.1,7.35,6.14,"18,43%","12,96%",0.92,"12,76%","28,86%",48271900.0,15093800000.0,1.13,"9,64%",Energia Elétrica,Energia Elétrica,CPFL ENERGIA S.A.,CPFE3.SA,30/06/2021
547,EKTR4,28.98,7.46,2.07,0.744,"12,22%",0.582,19.23,4.48,-1.43,7.17,5.89,"16,63%","9,97%",1.11,"15,06%","27,78%",28643.9,2708000000.0,1.47,"9,60%",Energia Elétrica,Energia Elétrica,ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR4.SA,30/06/2021
548,RNEW11,9.55,7.46,-0.38,3.353,"0,00%",0.121,0.71,-4.43,-0.14,-25.11,-27.78,"-75,60%","44,91%",1.58,"-3,23%","-5,06%",379046.0,-844112000.0,-2.18,"-49,87%",Energia Elétrica,Energia Elétrica,RENOVA,RNEW11.SA,30/06/2021
549,MLFT4,22.39,7.52,1.08,2.82,"0,00%",0.271,1.88,7.4,-0.94,14.78,9.44,"38,13%","70,15%",2.82,"4,50%","14,41%",0.0,1816280000.0,1.81,"0,57%",Exploração de Imóveis,Exploração de Imóveis,JEREISSATI PARTICIPACOES,MLFT4.SA,30/06/2021
550,BRSR5,16.5,7.55,0.78,0.0,"5,97%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","10,34%",5956.93,8652150000.0,0.0,"10,19%",Intermediários Financeiros,Bancos,BANRISUL S/A,BRSR5.SA,30/06/2021
551,DPPI4,38.9,7.62,2.28,-0.665,"0,00%",1.718,3.98,87.28,4.46,73.74,73.74,"-0,76%","-5,04%",3.14,"3,00%","29,97%",0.0,545227000.0,0.06,"15,14%",Not found,Not found,IPIRANGA DISTRIBUIDORA,DPPI4.SA,31/03/2008
552,BPAR3,182.07,7.62,1.1,0.0,"1,93%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","14,43%",0.0,1577460000.0,0.0,"6,33%",Intermediários Financeiros,Bancos,BANPARÁ S.A.,BPAR3.SA,30/06/2021
553,ALLD3,29.02,7.64,1.81,0.466,"0,00%",0.675,2.84,6.77,7.7,7.36,6.33,"6,88%","6,10%",1.5,"18,38%","23,64%",18771900.0,1474960000.0,0.27,"0,00%",Comércio,Eletrodomésticos,ALLIED,ALLD3.SA,30/06/2021
554,CCTU4,37.28,7.65,0.92,0.307,"0,00%",0.405,2.29,14.56,-28.32,21.77,21.77,"2,10%","4,00%",1.48,"2,96%","12,07%",0.0,82550000.0,0.48,"12,54%",Not found,Not found,COMPANHIA BRASILEIRA DE CARTUCHOS - CBC,CCTU4.SA,30/06/2007
555,RANI4,5.5,7.68,1.62,1.077,"0,83%",0.715,2.5,4.99,-5.43,5.9,4.54,"21,59%","14,02%",3.04,"19,28%","21,06%",0.0,873086000.0,0.73,"10,59%",Madeira e Papel,Papel e Celulose,CELULOSE IRANI,RANI4.SA,30/06/2021
556,CSRN6,20.28,7.73,2.56,1.081,"9,92%",0.703,13.37,6.03,-1.44,8.72,7.24,"17,93%","13,97%",1.29,"13,20%","33,04%",19537.2,1334000000.0,1.35,"11,28%",Energia Elétrica,Energia Elétrica,COSERN,CSRN6.SA,30/06/2021
557,CAML3,9.65,7.74,1.32,0.447,"6,34%",0.481,1.29,5.98,9.91,8.15,6.39,"7,47%","5,77%",2.19,"13,47%","17,09%",13193300.0,2699680000.0,1.03,"21,29%",Alimentos Processados,Alimentos Diversos,CAMIL,CAML3.SA,31/05/2021
558,ABCB4,15.1,7.76,0.77,0.0,"5,05%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","9,87%",13051000.0,4459170000.0,0.0,"15,20%",Intermediários Financeiros,Bancos,ABC Brasil,ABCB4.SA,30/06/2021
559,NUTR3,230.0,7.76,1.58,0.292,"0,00%",0.407,1.17,7.62,-2.64,9.36,8.3,"3,83%","3,76%",2.45,"6,17%","20,31%",522.73,18676000.0,0.42,"30,63%",Químicos,Fertilizantes e Defensivos,NUTRIPLANT,NUTR3.SA,30/06/2021
560,TRIS3,7.32,7.85,1.11,1.484,"3,29%",0.611,1.13,6.92,1.67,7.43,7.4,"21,43%","20,68%",3.2,"10,96%","14,18%",11467000.0,1227020000.0,0.39,"26,76%",Construção Civil,Incorporações,Trisul,TRIS3.SA,30/06/2021
561,ELPL3,49.32,7.91,3.16,0.568,"0,00%",0.333,-86.62,3.94,-0.52,5.94,4.62,"14,41%","7,18%",0.99,"9,45%","39,98%",0.0,3079200000.0,1.92,"8,20%",Energia Elétrica,Energia Elétrica,AES ELETROPAULO,ELPL3.SA,30/06/2021
562,AURA33,58.1,7.93,2.84,2.475,"7,88%",1.538,11.65,5.79,-18.36,5.74,5.74,"42,73%","31,22%",1.54,"39,15%","35,88%",11682100.0,1445150000.0,0.31,"0,00%",Mineração,Minerais Metálicos,AURA 360,AURA33.SA,30/06/2021
563,PATI3,85.0,7.98,2.62,0.892,"2,13%",1.173,2.05,5.18,3.94,5.66,5.52,"17,20%","11,18%",3.06,"36,95%","32,87%",11858.0,775720000.0,0.74,"26,26%",Siderurgia e Metalurgia,Artefatos de Ferro e Aço,PANATLANTICA,PATI3.SA,30/06/2021
564,DEXP3,12.84,8.01,3.11,0.909,"2,18%",1.099,4.97,8.75,-21.48,9.84,8.3,"10,39%","13,39%",1.73,"14,11%","38,83%",10257200.0,388107000.0,0.52,"29,18%",Químicos,Petroquímicos,DEXXOS PAR,DEXP3.SA,30/06/2021
565,CMET4,3.91,8.1,5.38,3.068,"0,00%",3.136,9.47,5.72,27.2,5.34,5.34,"53,63%","43,03%",2.64,"81,40%","66,40%",0.0,2847970000.0,0.18,"30,18%",Not found,Not found,CAEMI,CMET4.SA,31/03/2006
566,RDTR3,6.3,8.11,1.37,0.0,"0,00%",1.32,0.0,-1919.75,0.0,-1897.05,-219.41,"0,00%","0,00%",0.0,"0,00%","16,95%",0.0,497092000.0,0.0,"0,00%",Not found,Not found,REDENTOR,RDTR3.SA,30/09/2015
567,CPRE3,18.23,8.13,1.94,3.728,"0,00%",0.905,-4.5,6.78,-2.16,7.65,5.77,"54,98%","46,47%",0.35,"14,30%","23,89%",0.0,5575590000.0,0.37,"9,71%",Energia Elétrica,Energia Elétrica,CPFL RENOVAV,CPRE3.SA,30/06/2021
568,CSAB4,50.89,8.32,2.17,118.615,"4,02%",1.056,0.0,9.23,0.0,0.0,0.0,"1.285,07%","1.426,31%",0.0,"0,00%","26,10%",926.86,180083000.0,0.0,"-9,72%",Previdência e Seguros,Seguradoras,COMPANHIA DE SEGUROS ALIANÇA DA BAHIA,CSAB4.SA,30/06/2021
